"contig","gene","strand","event_id","confirmed","exon_pre_end","exon1_start","exon1_end","exon2_start","exon2_end","exon_aft_start","event_jid","ll_ratio","psi_Brain_brain_3b_TSMRU_V102.star","psi_Brain_brain_3c_TSMRU_V103.star","psi_Brain_brain_a_TSMRU_V29.star","psi_SI_smallintestine_4a_TSMRU_V151.star","psi_SI_smallintestine_4b_TSMRU_V152.star","psi_SI_smallintestine_4c_TSMRU_V153.star","psi_SI_smallintestine_4d_TSMRU_V156.star","depth_Brain_brain_3b_TSMRU_V102.star","depth_Brain_brain_3c_TSMRU_V103.star","depth_Brain_brain_a_TSMRU_V29.star","depth_SI_smallintestine_4a_TSMRU_V151.star","depth_SI_smallintestine_4b_TSMRU_V152.star","depth_SI_smallintestine_4c_TSMRU_V153.star","depth_SI_smallintestine_4d_TSMRU_V156.star","fitPSI_Brain","fitPSI_SI","fitPSI_all","fitW_2group","fitW_all"
"chr1","ENSG00000116962","-","mutex_exons_969",3,235993872,236011921,236012043,236017148,236017273,236024070,"chr1:g.235993872j236011921_236012043j236024070>235993872j236017148_236017273j236024070[splMUT]",0.645135878263751,0.363636363636364,0.8125,0.888888888888889,0.542857142857143,0.489864864864865,0.492,0.407942238267148,77,16,9,105,296,250,277,0.605045394807553,0.482347646722578,0.509643634933619,20.3615538811393,27.8815665731289
"chr1","ENSG00000054277","-","mutex_exons_970",0,241597997,241614043,241614164,241604260,241604579,241615854,"chr1:g.241597997j241614043_241614164j241615854>241597997j241604260_241604579j241615854[splMUT]",1.40777913770762e-07,0,0,0,0,0,0,0,5,28,19,7,12,20,10,1.61650723606565e-10,5.805393034211e-11,3.02390745229563e-09,2.26608691960091,5.09564098889332
"chr1","ENSG00000054277","-","mutex_exons_971",0,241597997,241614043,241614164,241604420,241604579,241615854,"chr1:g.241597997j241614043_241614164j241615854>241597997j241604420_241604579j241615854[splMUT]",6.02450356268491e-09,NA,0,0,0,0,NA,0,0,1,2,1,4,0,2,4.21940323553535e-09,3.57629034787072e-10,2.16992872185983e-09,12.4601562801757,15.4263155851958
"chr1","ENSG00000054277","-","mutex_exons_972",0,241600653,241614043,241614164,241604260,241604579,241615854,"chr1:g.241600653j241614043_241614164j241615854>241600653j241604260_241604579j241615854[splMUT]",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,2.95457237316561e-09,NA,16.6568476602344
"chr1","ENSG00000196418","-","mutex_exons_973",0,247123871,247138716,247138757,247155566,247157217,247159006,"chr1:g.247123871j247138716_247138757j247159006>247123871j247155566_247157217j247159006[splMUT]",2.11263313446401,0.625,0.666666666666667,0.166666666666667,0.375,0,0,0,8,3,6,8,4,4,11,0.471000259517815,0.0847620893837647,0.246963864700822,5.4112863315587,2.65042569246496
"chr1","ENSG00000259823","-","mutex_exons_974",1,248751130,248755239,248755386,248752073,248752309,248755705,"chr1:g.248751130j248755239_248755386j248755705>248751130j248752073_248752309j248755705[splMUT]",NA,NA,NA,NA,1,NA,NA,NA,0,0,0,3,0,0,0,NA,NA,0.999999997908752,NA,14.3729347252898
"chr10","ENSG00000067057","+","mutex_exons_975",0,3118869,3119892,3120044,3125097,3125249,3129819,"chr10:g.3118869j3119892_3120044j3129819>3118869j3125097_3125249j3129819[splMUT]",0.495324772281913,0.998148148148148,0.999180327868852,1,0.980555555555556,1,1,1,540,1220,514,360,167,49,30,0.997812083266304,0.992194216362663,0.996147205321179,201.864310229668,111.564991584267
"chr10","ENSG00000134452","+","mutex_exons_976",2,5890346,5891019,5891116,5895056,5895187,5903020,"chr10:g.5890346j5891019_5891116j5903020>5890346j5895056_5895187j5903020[splMUT]",0.57048119432609,0,0,0.666666666666667,0,0,0.2,0.111111111111111,3,2,3,11,2,5,9,0.24895303231459,0.0754011977117597,0.130274269270839,197.408812464365,8.47281770281108
"chr10","ENSG00000170525","+","mutex_exons_977",0,6228218,6231263,6231314,6229109,6229180,6232895,"chr10:g.6228218j6231263_6231314j6232895>6228218j6229109_6229180j6232895[splMUT]",5.1617771332264,0.944444444444444,1,1,NA,NA,0,0,18,43,17,0,0,1,1,0.986238679541284,9.16586202712006e-06,0.834086503449641,199.734954003113,2.00079556644127
"chr10","ENSG00000237943","+","mutex_exons_978",0,6585712,6585798,6585846,6586763,6586880,6588266,"chr10:g.6585712j6585798_6585846j6588266>6585712j6586763_6586880j6588266[splMUT]",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"chr10","ENSG00000237943","+","mutex_exons_979",1,6608408,6613631,6613689,6615370,6615637,6615763,"chr10:g.6608408j6613631_6613689j6615763>6608408j6615370_6615637j6615763[splMUT]",0.00107445635813974,0.333333333333333,NA,NA,0,NA,1,NA,3,0,0,2,0,1,0,0.334162730628395,0.334155525683134,0.334937556685258,200.285823379692,164.586098790799
"chr10","ENSG00000065665","+","mutex_exons_980",3,12149961,12155311,12155405,12155778,12155931,12156907,"chr10:g.12149961j12155311_12155405j12156907>12149961j12155778_12155931j12156907[splMUT]",2.62337902655602,0.00628930817610063,0,0,0,0,0.222222222222222,0.526315789473684,159,242,184,3,3,9,19,0.00245149059139149,0.345975078375869,0.0852617575926548,201.695861858582,2.00201954409164
"chr10","ENSG00000123240","+","mutex_exons_981",1,13100302,13101777,13101885,13108138,13108289,13108962,"chr10:g.13100302j13101777_13101885j13108962>13100302j13108138_13108289j13108962[splMUT]",NA,0,0,0,0,0,0,0,16,33,17,63,53,66,80,NA,NA,2.76584873600003e-10,NA,2.85772491539836
"chr10","ENSG00000239665","+","mutex_exons_982",0,13652489,13652846,13652882,13654089,13654258,13654353,"chr10:g.13652489j13652846_13652882j13654353>13652489j13654089_13654258j13654353[splMUT]",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"chr10","ENSG00000239665","+","mutex_exons_983",0,13652489,13652846,13652929,13654089,13654258,13654353,"chr10:g.13652489j13652846_13652929j13654353>13652489j13654089_13654258j13654353[splMUT]",NA,NA,NA,NA,NA,NA,1,NA,0,0,0,0,0,2,0,NA,NA,0.999999996553157,NA,16.7009677993541
"chr10","ENSG00000239665","+","mutex_exons_984",0,13652489,13654089,13654258,13652846,13653148,13654353,"chr10:g.13652489j13654089_13654258j13654353>13652489j13652846_13653148j13654353[splMUT]",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"chr10","ENSG00000197889","+","mutex_exons_985",0,14959557,14966440,14966606,14970248,14970546,14972513,"chr10:g.14959557j14966440_14966606j14972513>14959557j14970248_14970546j14972513[splMUT]",0.457353109025372,1,0,NA,NA,1,NA,NA,4,1,0,0,2,0,0,0.698039501587603,0.999990590170425,0.801690892140672,2.00111527868596,2.00927162458942
"chr10","ENSG00000148483","+","mutex_exons_986",0,17752552,17760078,17760167,17769855,17769961,17771309,"chr10:g.17752552j17760078_17760167j17771309>17752552j17769855_17769961j17771309[splMUT]",NA,NA,NA,NA,0.571428571428571,NA,NA,NA,0,0,0,7,0,0,0,NA,NA,0.571072361918422,NA,200.594962131983
"chr10","ENSG00000148483","+","mutex_exons_987",8,17752552,17771309,17771381,17771118,17771248,17776029,"chr10:g.17752552j17771309_17771381j17776029>17752552j17771118_17771248j17776029[splMUT]",NA,NA,NA,NA,0.975124378109453,NA,1,0,0,0,0,201,0,1,1,NA,NA,0.767354258657499,NA,2.03129317703515
"chr10","ENSG00000148483","+","mutex_exons_988",2,17752552,17771312,17771381,17771118,17771248,17776029,"chr10:g.17752552j17771312_17771381j17776029>17752552j17771118_17771248j17776029[splMUT]",NA,NA,NA,NA,0.951456310679612,NA,1,0,0,0,0,103,0,1,1,NA,NA,0.937375561783509,NA,200.252329768568
"chr10","ENSG00000148483","+","mutex_exons_989",1,17752552,17771309,17771381,17771121,17771248,17776029,"chr10:g.17752552j17771309_17771381j17776029>17752552j17771121_17771248j17776029[splMUT]",NA,NA,NA,NA,0.975124378109453,NA,1,0,0,0,0,201,0,1,1,NA,NA,0.767354258657499,NA,2.03129317703515
"chr10","ENSG00000148483","+","mutex_exons_990",0,17752552,17771312,17771381,17771121,17771248,17776029,"chr10:g.17752552j17771312_17771381j17776029>17752552j17771121_17771248j17776029[splMUT]",NA,NA,NA,NA,0.951456310679612,NA,1,0,0,0,0,103,0,1,1,NA,NA,0.937375561783509,NA,200.252329768568
"chr10","ENSG00000148483","+","mutex_exons_991",3,17760167,17771309,17771381,17771118,17771248,17776029,"chr10:g.17760167j17771309_17771381j17776029>17760167j17771118_17771248j17776029[splMUT]",NA,NA,NA,NA,0.944444444444444,NA,1,0,0,0,0,108,0,1,1,NA,NA,0.93079866431555,NA,201.598683918935
"chr10","ENSG00000148483","+","mutex_exons_992",0,17769961,17771309,17771381,17771118,17771248,17776029,"chr10:g.17769961j17771309_17771381j17776029>17769961j17771118_17771248j17776029[splMUT]",NA,NA,NA,NA,0.952830188679245,NA,1,0,0,0,0,106,0,1,1,NA,NA,0.938942925546271,NA,200.385144438984
"chr10","ENSG00000165995","+","mutex_exons_993",9,18506547,18514511,18514530,18514236,18514369,18518336,"chr10:g.18506547j18514511_18514530j18518336>18506547j18514236_18514369j18518336[splMUT]",5.07494033641365e-06,0.155555555555556,0.178217821782178,0.0551181102362205,0.222222222222222,0.169491525423729,0.0549450549450549,0.126126126126126,45,101,127,9,59,91,111,0.122883701998948,0.123023181670907,0.122955739474059,56.8856641586844,56.8945394449235
"chr10","ENSG00000165995","+","mutex_exons_994",13,18506547,18514980,18515041,18514236,18514369,18518336,"chr10:g.18506547j18514980_18515041j18518336>18506547j18514236_18514369j18518336[splMUT]",0.0904020044516152,0.0952380952380952,0.0235294117647059,0.00826446280991736,0.5625,0.0392156862745098,0.0227272727272727,0.0102040816326531,42,85,121,16,51,88,98,0.0868483898493771,0.117261149189294,0.103978124480785,5.23904256573333,5.06835990128862
"chr10","ENSG00000204740","+","mutex_exons_995",0,19389609,19450307,19450490,19488960,19489173,19491517,"chr10:g.19389609j19450307_19450490j19491517>19389609j19488960_19489173j19491517[splMUT]",0.250553993260167,0,0.166666666666667,0,1,0,0,0,1,6,2,154,7,5,7,0.157007364859559,0.339887296999322,0.237585751286456,2.00000220244053,2.00000000618336
"chr10","ENSG00000078403","+","mutex_exons_996",0,21538912,21541263,21541361,21557621,21557824,21586294,"chr10:g.21538912j21541263_21541361j21586294>21538912j21557621_21557824j21586294[splMUT]",0.397153026186098,0,0,0,0,0,0.0666666666666667,0.03125,6,7,3,5,25,15,32,8.99655860488897e-06,0.0274208873906266,0.0225317842950238,201.690218575049,201.580816141691
"chr10","ENSG00000078403","+","mutex_exons_997",0,21538912,21571975,21572026,21541263,21541361,21586294,"chr10:g.21538912j21571975_21572026j21586294>21538912j21541263_21541361j21586294[splMUT]",0.820687348725463,1,1,1,NA,NA,0.5,0.857142857142857,1,1,2,0,0,2,7,0.999992409455417,0.775438132128253,0.845049220342042,201.616989356831,200.304427999966
"chr10","ENSG00000078403","+","mutex_exons_998",6,21538912,21571975,21572026,21557621,21557824,21586294,"chr10:g.21538912j21571975_21572026j21586294>21538912j21557621_21557824j21586294[splMUT]",1.11059546194741,0.142857142857143,0.125,0.4,0,0,0.0666666666666667,0.162162162162162,7,8,5,5,25,15,37,0.210055532094716,0.0713259970139259,0.109737105275612,28.0690165959142,27.004956171757
"chr10","ENSG00000078403","+","mutex_exons_999",1,21735235,21740154,21740236,21740030,21740153,21741939,"chr10:g.21735235j21740154_21740236j21741939>21735235j21740030_21740153j21741939[splMUT]",0.578316971283584,0.5,0.595744680851064,0.5,0.69811320754717,0.621276595744681,0.545801526717557,0.579150579150579,58,47,22,53,235,262,259,0.535326932581829,0.594269458647158,0.5816380909795,201.638908797834,201.34499619651
"chr10","ENSG00000148444","+","mutex_exons_1000",7,22318168,22318272,22318306,22318353,22318862,22318959,"chr10:g.22318168j22318272_22318306j22318959>22318168j22318353_22318862j22318959[splMUT]",0.0562270757836529,0.524509803921569,0.511848341232227,0.480392156862745,0.5,0.519083969465649,0.482993197278912,0.482993197278912,204,211,102,252,262,294,294,0.5086931161111,0.495951791595822,0.500653844303241,201.933257418613,201.935992549885
"chr10","ENSG00000099246","+","mutex_exons_1001",2,27509930,27526828,27526889,27533735,27533853,27533928,"chr10:g.27509930j27526828_27526889j27533928>27509930j27533735_27533853j27533928[splMUT]",1.71146850463455,0.561971830985916,0.449304174950298,0.533477321814255,0.487903225806452,0.458100558659218,0.458563535911602,0.383429672447013,710,503,463,248,358,362,519,0.516035465994693,0.443890236204747,0.476597131665756,179.222728984332,93.3172515013567
"chr10","ENSG00000095787","+","mutex_exons_1002",0,28614685,28616176,28616362,28615328,28615573,28617657,"chr10:g.28614685j28616176_28616362j28617657>28614685j28615328_28615573j28617657[splMUT]",0.135233564123112,0.98876404494382,1,1,1,0.995884773662551,0.995689655172414,0.990595611285266,356,242,176,181,486,464,638,0.996062113029416,0.993558815992598,0.994437840688235,201.865993134725,201.900826323948
"chr10","ENSG00000232624","+","mutex_exons_1003",0,28806138,28864875,28864950,28847119,28847263,28873256,"chr10:g.28806138j28864875_28864950j28873256>28806138j28847119_28847263j28873256[splMUT]",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"chr10","ENSG00000224597","+","mutex_exons_1004",0,29415412,29418182,29418304,29458274,29458520,29482833,"chr10:g.29415412j29418182_29418304j29482833>29415412j29458274_29458520j29482833[splMUT]",0.407703634245243,0,0.727272727272727,0.142857142857143,0,0.0714285714285714,0.0869565217391304,0.0666666666666667,10,11,7,4,28,23,15,0.259910473558941,0.118158560826998,0.172598397944228,5.62195304107695,3.72756272083258
"chr10","ENSG00000224597","+","mutex_exons_1005",0,29415412,29478474,29478524,29418182,29418304,29482833,"chr10:g.29415412j29478474_29478524j29482833>29415412j29418182_29418304j29482833[splMUT]",1.21143053442315,1,0,0,NA,0,0.818181818181818,0.923076923076923,1,8,1,0,2,11,13,0.18669871596539,0.633209925777212,0.460813974427313,2.00096992956728,2.00045505287419
"chr10","ENSG00000224597","+","mutex_exons_1006",2,29415412,29420491,29420661,29458274,29458520,29482833,"chr10:g.29415412j29420491_29420661j29482833>29415412j29458274_29458520j29482833[splMUT]",2.96991946941926,0.878048780487805,0.954545454545455,0.875,0.666666666666667,0.6,0.764044943820225,0.844444444444444,82,66,48,12,65,89,90,0.899086727034168,0.736402456398797,0.806072486880959,48.3613517236068,14.5645836551262
"chr10","ENSG00000224597","+","mutex_exons_1007",1,29415412,29478474,29478524,29420491,29420661,29482833,"chr10:g.29415412j29478474_29478524j29482833>29415412j29420491_29420661j29482833[splMUT]",1.27167364331208,0.0136986301369863,0,0,0,0,0.116883116883117,0.136363636363636,73,63,42,8,39,77,88,0.00922228314004181,0.08126236379962,0.0409526036593472,39.0921804113722,8.16021742870128
"chr10","ENSG00000224597","+","mutex_exons_1008",0,29415412,29478474,29478524,29458274,29458520,29482833,"chr10:g.29415412j29478474_29478524j29482833>29415412j29458274_29458520j29482833[splMUT]",0.23982915666722,0.0909090909090909,0,0,0,0,0.3,0.461538461538462,11,3,6,4,26,30,26,0.0823195721443913,0.176753766835346,0.136765805318744,3.59102836102097,3.06564579292028
"chr10","ENSG00000148516","+","mutex_exons_1009",0,31319292,31320578,31320698,31373018,31373173,31387124,"chr10:g.31319292j31320578_31320698j31387124>31319292j31373018_31373173j31387124[splMUT]",0.0659353764790254,0.0714285714285714,0.111111111111111,0.5,0,0,0.333333333333333,0,14,9,2,2,3,3,4,0.122836815242453,0.0837447380979517,0.110166891455693,200.816446570635,197.700831626419
"chr10","ENSG00000216937","+","mutex_exons_1010",0,32584304,32623719,32623817,32675665,32675813,32685970,"chr10:g.32584304j32623719_32623817j32685970>32584304j32675665_32675813j32685970[splMUT]",2.09494643854669e-09,1,1,NA,NA,1,1,1,5,3,0,0,5,9,8,0.999999999890247,0.99999999979819,0.999999999763882,3.5095935963357,7.30372621329335
"chr10","ENSG00000095794","+","mutex_exons_1011",0,35196099,35201451,35201486,35196429,35196539,35206895,"chr10:g.35196099j35201451_35201486j35206895>35196099j35196429_35196539j35206895[splMUT]",0.125602294254394,1,0.8,0,1,0.333333333333333,0,0.571428571428571,4,10,2,4,3,2,7,0.659036235605233,0.52305842669721,0.580297152405766,2.18184015572009,2.0206874456695
"chr10","ENSG00000108100","+","mutex_exons_1012",1,35501535,35516523,35516623,35553019,35553185,35566023,"chr10:g.35501535j35516523_35516623j35566023>35501535j35553019_35553185j35566023[splMUT]",0.656815620470724,0.567404426559356,0.495833333333333,0.576470588235294,0.517241379310345,0.545073375262054,0.538990825688073,0.431578947368421,497,480,510,232,477,436,475,0.546717978390115,0.507408700838684,0.5249494738385,194.993627640581,151.059994930332
"chr10","ENSG00000148513","+","mutex_exons_1013",0,37165155,37166605,37166695,37177666,37177756,37181322,"chr10:g.37165155j37166605_37166695j37181322>37165155j37177666_37177756j37181322[splMUT]",NA,NA,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,NA,0.999999995991854,NA,19.1073857122158
"chr10","ENSG00000189180","+","mutex_exons_1014",6,38017386,38025348,38025411,38034278,38034400,38054375,"chr10:g.38017386j38025348_38025411j38054375>38017386j38034278_38034400j38054375[splMUT]",1.65958131906476,0.5,0.555555555555556,0.363636363636364,0.6,0.769230769230769,0.5,0.7,6,9,11,10,13,2,20,0.462120495284382,0.687294210493873,0.603543545389389,201.207116975908,193.741942195309
"chr10","ENSG00000189180","+","mutex_exons_1015",2,38017386,38025348,38025411,38034278,38034400,38054378,"chr10:g.38017386j38025348_38025411j38054378>38017386j38034278_38034400j38054378[splMUT]",0.150633469807648,0.428571428571429,0.5,0.4,0.5,1,0,0.777777777777778,7,4,5,6,7,6,9,0.456161658567391,0.584421948555156,0.523554700683641,3.19325971698552,2.83884261813151
"chr10","ENSG00000189180","+","mutex_exons_1016",13,38017386,38025348,38025411,38034326,38034400,38054375,"chr10:g.38017386j38025348_38025411j38054375>38017386j38034326_38034400j38054375[splMUT]",1.11466532079781,0.3,0.714285714285714,0.363636363636364,0.666666666666667,0.714285714285714,0.2,0.636363636363636,10,7,11,9,14,5,22,0.429892756388732,0.617953601548283,0.540899330194223,199.693274017664,29.2298556177707
"chr10","ENSG00000189180","+","mutex_exons_1017",2,38017386,38025348,38025411,38034326,38034400,38054378,"chr10:g.38017386j38025348_38025411j38054378>38017386j38034326_38034400j38054378[splMUT]",0.00321804324736341,0.272727272727273,1,0.4,0.6,0.875,0,0.636363636363636,11,2,5,5,8,9,11,0.506693284712561,0.486502234256847,0.494654645663881,2.55449885694473,2.60328596049343
"chr10","ENSG00000276805","+","mutex_exons_1018",2,38428296,38435130,38435253,38435300,38435512,38437090,"chr10:g.38428296j38435130_38435253j38437090>38428296j38435300_38435512j38437090[splMUT]",0.310362553159038,0.777777777777778,1,0,0,0.769230769230769,0.307692307692308,0.657894736842105,27,3,2,1,26,13,38,0.708401909273477,0.578764408911206,0.613768010777885,11.8309116804675,8.63487210341962
"chr10","ENSG00000169826","+","mutex_exons_1019",2,43138567,43167004,43167098,43154897,43155810,43175951,"chr10:g.43138567j43167004_43167098j43175951>43138567j43154897_43155810j43175951[splMUT]",0.0128978876624473,0.838235294117647,0.82051282051282,0.7,0.727272727272727,0.745454545454545,0.878048780487805,0.81651376146789,68,39,20,33,110,82,109,0.80685819990863,0.799241046492208,0.801623367730741,199.648368653591,200.389580166566
"chr10","ENSG00000150201","+","mutex_exons_1020",0,43371697,43372727,43372772,43373462,43373783,43374470,"chr10:g.43371697j43372727_43372772j43374470>43371697j43373462_43373783j43374470[splMUT]",NA,0.666666666666667,NA,0,NA,NA,NA,NA,6,0,2,0,0,0,0,NA,NA,0.489114558346637,NA,43.9288122177921
"chr10","ENSG00000107551","+","mutex_exons_1021",1,44971848,44980892,44980927,44977302,44977415,44982521,"chr10:g.44971848j44980892_44980927j44982521>44971848j44977302_44977415j44982521[splMUT]",0.931766343314377,0.425,0.857142857142857,1,1,NA,NA,1,40,7,6,4,0,0,1,0.734343192968194,0.99999001060081,0.812421250873903,3.01937317142338,2.48074246011626
"chr10","ENSG00000265354","+","mutex_exons_1022",0,45988847,45998335,45998394,45994627,45994719,46003203,"chr10:g.45988847j45998335_45998394j46003203>45988847j45994627_45994719j46003203[splMUT]",-1.79644281672608e-08,0,NA,NA,NA,NA,NA,0,4,0,0,0,0,0,5,1.92129212264459e-09,7.962589158427e-09,2.65064056830834e-09,7.78548849001606,11.8452681010679
"chr10","ENSG00000265354","+","mutex_exons_1023",0,45988847,45994627,45994719,46000062,46000181,46003203,"chr10:g.45988847j45994627_45994719j46003203>45988847j46000062_46000181j46003203[splMUT]",-1.66982054849996e-08,1,NA,NA,NA,NA,NA,1,4,0,0,0,0,0,5,0.999999998405812,0.999999992757916,0.99999999771073,7.65383148614924,11.7364470561312
"chr10","ENSG00000265354","+","mutex_exons_1024",0,45988847,45994627,45994719,46002361,46002484,46003203,"chr10:g.45988847j45994627_45994719j46003203>45988847j46002361_46002484j46003203[splMUT]",0.159934477336829,0.5,0,NA,NA,NA,0,0.5,8,1,0,0,0,6,10,0.4116308368091,0.260975718452612,0.316042210927284,7.44435251816682,5.90456565638543
"chr10","ENSG00000265354","+","mutex_exons_1025",0,45988847,45998335,45998394,46000062,46000181,46003203,"chr10:g.45988847j45998335_45998394j46003203>45988847j46000062_46000181j46003203[splMUT]",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"chr10","ENSG00000265354","+","mutex_exons_1026",1,45988847,45998335,45998394,46002361,46002484,46003203,"chr10:g.45988847j45998335_45998394j46003203>45988847j46002361_46002484j46003203[splMUT]",1.5949950693539e-08,0,0,NA,NA,NA,0,0,4,1,0,0,0,6,5,3.54572235844933e-09,4.3384611293196e-10,2.51328383898971e-09,6.39427851421654,11.4869992559928
"chr10","ENSG00000265354","+","mutex_exons_1027",0,45988847,46000062,46000181,46002361,46002484,46003203,"chr10:g.45988847j46000062_46000181j46003203>45988847j46002361_46002484j46003203[splMUT]",1.5949950693539e-08,0,0,NA,NA,NA,0,0,4,1,0,0,0,6,5,3.54572235844933e-09,4.3384611293196e-10,2.51328383898971e-09,6.39427851421654,11.4869992559928
"chr10","ENSG00000204179","+","mutex_exons_1028",0,46946675,46955096,46955203,46947841,46947955,46964986,"chr10:g.46946675j46955096_46955203j46964986>46946675j46947841_46947955j46964986[splMUT]",NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,1,2,0,NA,NA,3.2331526288414e-09,NA,17.4881678907533
"chr10","ENSG00000204179","+","mutex_exons_1029",0,46965137,46967957,46968047,46987340,46987555,46999912,"chr10:g.46965137j46967957_46968047j46999912>46965137j46987340_46987555j46999912[splMUT]",0.436886905622149,0,0.5,0.25,1,0.142857142857143,0.428571428571429,0.666666666666667,1,2,4,4,7,7,6,0.305034416500004,0.52578648604763,0.459741549902846,7.38629608665767,6.35113350709409
"chr10","ENSG00000107643","+","mutex_exons_1030",19,48420320,48424088,48424159,48424514,48424585,48425888,"chr10:g.48420320j48424088_48424159j48425888>48420320j48424514_48424585j48425888[splMUT]",8.34518670701109,0.56953642384106,0.878571428571429,0.819148936170213,0.0172413793103448,0.0769230769230769,0.0581395348837209,0.084,151,140,188,116,143,172,250,0.763961225816425,0.0713796295523894,0.34039319955883,22.9389770992589,2.00070738136788
"chr10","ENSG00000204147","+","mutex_exons_1031",0,50743010,50744697,50744732,50743673,50743741,50745128,"chr10:g.50743010j50744697_50744732j50745128>50743010j50743673_50743741j50745128[splMUT]",NA,NA,NA,NA,NA,NA,0,0.333333333333333,0,0,0,0,0,1,3,NA,NA,0.25116375856101,NA,179.5676950449
"chr10","ENSG00000204147","+","mutex_exons_1032",2,50743010,50744692,50744732,50745128,50745274,50749343,"chr10:g.50743010j50744692_50744732j50749343>50743010j50745128_50745274j50749343[splMUT]",0.57586436106933,0,0,0,0,0,0,0.117647058823529,28,10,4,41,14,4,17,8.28066246583802e-06,0.0314815339905134,0.0188209202090465,9.83592524799801,8.62043832087615
"chr10","ENSG00000204147","+","mutex_exons_1033",2,50743010,50744692,50744732,50745202,50745274,50749343,"chr10:g.50743010j50744692_50744732j50749343>50743010j50745202_50745274j50749343[splMUT]",0.412705035972879,0,0,0,0,0,0,0.105263157894737,20,4,1,45,12,3,19,9.96487258015234e-06,0.0301343897100866,0.0206629651722309,11.7934634843283,11.2386515541096
"chr10","ENSG00000204147","+","mutex_exons_1034",0,50743010,50744697,50744732,50745202,50745274,50749343,"chr10:g.50743010j50744697_50744732j50749343>50743010j50745202_50745274j50749343[splMUT]",7.524707967832e-09,0,0,0,0,0,0,0,20,4,1,45,12,3,17,1.069118931602e-10,2.70588402894201e-10,3.95401947371677e-10,2.33772294734175,3.45275459548007
"chr10","ENSG00000165443","+","mutex_exons_1035",3,59176959,59206754,59206844,59200542,59200703,59234304,"chr10:g.59176959j59206754_59206844j59234304>59176959j59200542_59200703j59234304[splMUT]",0.575146527330446,0.618181818181818,0.828571428571429,0.631578947368421,0.833333333333333,NA,NA,NA,55,35,19,18,0,0,0,0.692437846578993,0.829306871006611,0.719004389223572,81.6532530593819,41.6444028453201
"chr10","ENSG00000060339","+","mutex_exons_1036",2,68755536,68756526,68756632,68756273,68756483,68757294,"chr10:g.68755536j68756526_68756632j68757294>68755536j68756273_68756483j68757294[splMUT]",0.520190039329791,0,0,0,0,0,0,0.0150753768844221,87,83,36,83,133,128,199,1.04133494064765e-06,0.00442375453333884,0.00280847638055227,94.5615971688718,77.9539870457928
"chr10","ENSG00000060339","+","mutex_exons_1037",2,68755536,68756273,68756483,68756526,68757144,68757294,"chr10:g.68755536j68756273_68756483j68757294>68755536j68756526_68757144j68757294[splMUT]",0.541088955871261,1,1,1,1,1,1,0.975124378109453,87,83,36,83,133,128,201,0.999997845250267,0.993344327876848,0.99594246895498,31.2001531161229,28.6585939431176
"chr10","ENSG00000107625","+","mutex_exons_1038",0,68919981,68936006,68936079,68941060,68941194,68943213,"chr10:g.68919981j68936006_68936079j68943213>68919981j68941060_68941194j68943213[splMUT]",0.901586377981706,0,0,0,0,0,0.00606060606060606,0.0188679245283019,63,59,30,45,135,165,159,9.15158406155119e-07,0.00800702402945223,0.00558501635161895,201.845160897314,201.443337665926
"chr10","ENSG00000107625","+","mutex_exons_1039",1,68936079,68943213,68943257,68936936,68937095,68946352,"chr10:g.68936079j68943213_68943257j68946352>68936079j68936936_68937095j68946352[splMUT]",0.322449325761745,0.570247933884298,0.696078431372549,0.492063492063492,0.694444444444444,0.503355704697987,0.542483660130719,0.520348837209302,121,102,63,72,298,306,344,0.59387552804771,0.548548172216469,0.566615842453023,105.173077097145,70.9386955164899
"chr10","ENSG00000198954","+","mutex_exons_1040",0,68989258,68989717,68989742,68995204,68995278,69000424,"chr10:g.68989258j68989717_68989742j69000424>68989258j68995204_68995278j69000424[splMUT]",0.0841936008593223,0,0.333333333333333,1,NA,1,0.25,0,1,3,1,0,1,4,2,0.400647511041256,0.286862095262318,0.33467580902015,198.582977845999,196.544198461816
"chr10","ENSG00000198954","+","mutex_exons_1041",0,68989258,68989717,68989742,68999715,68999814,69000424,"chr10:g.68989258j68989717_68989742j69000424>68989258j68999715_68999814j69000424[splMUT]",0.137841369786742,0,0.5,1,NA,0.5,0.5,0,1,2,1,0,2,2,2,0.499999999995465,0.33374607096652,0.400336572697522,201.604413326043,197.85511894915
