contig,gene,strand,event_id,confirmed,exon_pre_end,exon1_start,exon1_end,exon2_start,exon2_end,exon_aft_start,event_jid,colon_8a_TSMRU_colon_8a._iso1,colon_8b_TSMRU_colon_8b._iso1,colon_a_TSMRU_V10.star_iso1,colon_b_TSMRU_V11.star_iso1,colon_c_TSMRU_V14.star_iso1,colon_d_TSMRU_V15.star_iso1,colon_f_TSMRU_V22.star_iso1,duodenum_4b_TSMRU_V145.s_iso1,duodenum_4c_TSMRU_V150.s_iso1,rectum_8a_TSMRU_rectum_8_iso1,rectum_8b_TSMRU_rectum_8_iso1,rectum_8c_TSMRU_rectum_8_iso1,rectum_8d_TSMRU_rectum_8_iso1,smallintestine_4a_TSMRU__iso1,smallintestine_4b_TSMRU__iso1,smallintestine_4c_TSMRU__iso1,smallintestine_4d_TSMRU__iso1,colon_8a_TSMRU_colon_8a._iso2,colon_8b_TSMRU_colon_8b._iso2,colon_a_TSMRU_V10.star_iso2,colon_b_TSMRU_V11.star_iso2,colon_c_TSMRU_V14.star_iso2,colon_d_TSMRU_V15.star_iso2,colon_f_TSMRU_V22.star_iso2,duodenum_4b_TSMRU_V145.s_iso2,duodenum_4c_TSMRU_V150.s_iso2,rectum_8a_TSMRU_rectum_8_iso2,rectum_8b_TSMRU_rectum_8_iso2,rectum_8c_TSMRU_rectum_8_iso2,rectum_8d_TSMRU_rectum_8_iso2,smallintestine_4a_TSMRU__iso2,smallintestine_4b_TSMRU__iso2,smallintestine_4c_TSMRU__iso2,smallintestine_4d_TSMRU__iso2
chr15,ENSG00000198794,+,mutex_exons_3170,0,74995673,75009891,75009940,74997234,74997316,75011792,chr15s+:g.74995673j75009891_75009940j75011792>74995673j74997234_74997316j75011792[splMUT],0,1,2,9,0,6,2,7,8,4,4,0,1,8,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chr15,ENSG00000140398,+,mutex_exons_3171,2,75353866,75354250,75354277,75354301,75354492,75354653,chr15s+:g.75353866j75354250_75354277j75354653>75353866j75354301_75354492j75354653[splMUT],16,8,5,26,23,8,8,14,6,9,11,15,28,16,12,7,3,34,27,11,30,23,21,11,16,16,17,38,32,50,15,13,16,18
chr15,ENSG00000140367,+,mutex_exons_3172,1,75873568,75876187,75876271,75879098,75879188,75883366,chr15s+:g.75873568j75876187_75876271j75883366>75873568j75879098_75879188j75883366[splMUT],244,109,103,215,146,111,29,15,22,94,171,188,150,19,41,55,26,194,81,59,143,95,48,15,18,17,82,146,134,146,15,27,38,33
chr15,ENSG00000117906,+,mutex_exons_3173,3,76935722,76941637,76941690,76938726,76938815,76943758,chr15s+:g.76935722j76941637_76941690j76943758>76935722j76938726_76938815j76943758[splMUT],20,28,4,14,7,7,1,4,3,15,13,19,20,4,10,4,5,8,5,3,2,2,5,1,0,2,0,6,3,1,2,0,7,3
chr15,ENSG00000140368,+,mutex_exons_3174,0,76995609,76999461,76999614,77007847,77008065,77018148,chr15s+:g.76995609j76999461_76999614j77018148>76995609j77007847_77008065j77018148[splMUT],0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
chr15,ENSG00000166411,+,mutex_exons_3175,0,78149430,78150804,78150960,78154435,78154819,78155213,chr15s+:g.78149430j78150804_78150960j78155213>78149430j78154435_78154819j78155213[splMUT],1,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,14,7,0,7,4,9,0,2,0,4,3,6,6,4,3,5,1
chr15,ENSG00000166411,+,mutex_exons_3176,0,78155275,78160104,78160206,78157355,78157631,78161581,chr15s+:g.78155275j78160104_78160206j78161581>78155275j78157355_78157631j78161581[splMUT],412,414,100,395,294,318,156,86,99,334,334,363,453,114,128,173,183,17,11,2,7,4,7,2,3,6,9,16,2,5,4,1,8,4
chr15,ENSG00000086666,+,mutex_exons_3177,0,80059809,80115027,80115070,80073266,80073330,80120328,chr15s+:g.80059809j80115027_80115070j80120328>80059809j80073266_80073330j80120328[splMUT],3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,1,1,3,0,0,4,1,1
chr15,ENSG00000086666,+,mutex_exons_3178,0,80059809,80075164,80075242,80098416,80098578,80120328,chr15s+:g.80059809j80075164_80075242j80120328>80059809j80098416_80098578j80120328[splMUT],2,0,0,2,0,0,0,1,2,0,1,0,1,0,0,0,0,122,68,60,102,95,69,24,47,32,73,80,132,113,17,47,43,42
chr15,ENSG00000086666,+,mutex_exons_3179,0,80059809,80115027,80115070,80075164,80075242,80120328,chr15s+:g.80059809j80115027_80115070j80120328>80059809j80075164_80075242j80120328[splMUT],3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,1,0,1,0,0,0,0
chr15,ENSG00000086666,+,mutex_exons_3180,0,80072647,80075164,80075242,80098416,80098578,80120328,chr15s+:g.80072647j80075164_80075242j80120328>80072647j80098416_80098578j80120328[splMUT],1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,100,81,54,93,96,64,23,33,31,67,85,139,107,15,27,29,32
chr15,ENSG00000086666,+,mutex_exons_3181,0,80073330,80075164,80075242,80098416,80098578,80120328,chr15s+:g.80073330j80075164_80075242j80120328>80073330j80098416_80098578j80120328[splMUT],1,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,92,73,51,95,85,57,17,32,27,64,72,129,100,14,26,27,30
chr15,ENSG00000086666,+,mutex_exons_3182,0,80098578,80115027,80115070,80111428,80111559,80120328,chr15s+:g.80098578j80115027_80115070j80120328>80098578j80111428_80111559j80120328[splMUT],6,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,1,2,3,1,2,0,3,5,1,1,0,1,0
chr15,ENSG00000086666,+,mutex_exons_3183,0,80098578,80115027,80115070,80112776,80112854,80120328,chr15s+:g.80098578j80115027_80115070j80120328>80098578j80112776_80112854j80120328[splMUT],6,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0
chr15,ENSG00000136404,+,mutex_exons_3184,1,83119681,83121921,83122003,83126755,83126847,83127358,chr15s+:g.83119681j83121921_83122003j83127358>83119681j83126755_83126847j83127358[splMUT],16,27,6,46,21,7,0,7,3,21,8,22,26,2,14,21,6,36,32,4,58,15,4,5,6,13,28,31,28,35,5,12,24,20
chr15,ENSG00000073417,+,mutex_exons_3185,0,85117839,85120474,85120583,85120782,85121014,85123061,chr15s+:g.85117839j85120474_85120583j85123061>85117839j85120782_85121014j85123061[splMUT],4,4,0,7,1,0,0,1,0,0,3,2,3,1,0,2,1,111,184,27,90,71,52,50,25,31,104,118,136,184,16,35,34,33
chr15,ENSG00000073417,+,mutex_exons_3186,0,85117839,85120474,85120583,85120807,85121014,85123061,chr15s+:g.85117839j85120474_85120583j85123061>85117839j85120807_85121014j85123061[splMUT],4,4,0,7,1,0,0,1,0,0,3,2,3,1,0,2,1,111,184,27,90,71,55,50,25,31,104,116,136,186,16,35,34,33
chr15,ENSG00000284626,+,mutex_exons_3187,0,90238548,90244118,90244217,90240900,90241724,90251554,chr15s+:g.90238548j90244118_90244217j90251554>90238548j90240900_90241724j90251554[splMUT],0,0,0,1,0,0,0,2,1,2,0,2,1,0,0,2,0,33,27,7,16,10,7,3,6,8,39,21,26,26,4,3,14,7
chr15,ENSG00000185518,+,mutex_exons_3188,1,91100363,91128723,91128810,91205393,91205508,91225873,chr15s+:g.91100363j91128723_91128810j91225873>91100363j91205393_91205508j91225873[splMUT],0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chr15,ENSG00000173575,+,mutex_exons_3189,2,92985673,92991476,92991517,92991347,92991430,92992859,chr15s+:g.92985673j92991476_92991517j92992859>92985673j92991347_92991430j92992859[splMUT],77,142,69,114,148,104,36,48,36,119,131,137,130,70,94,82,73,0,1,0,0,0,0,0,1,0,4,0,0,3,0,2,0,0
chr15,ENSG00000140563,+,mutex_exons_3190,0,94231664,94278154,94278263,94292851,94292964,94298201,chr15s+:g.94231664j94278154_94278263j94298201>94231664j94292851_94292964j94298201[splMUT],7,6,19,17,15,22,2,3,0,16,8,27,24,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15,ENSG00000259134,+,mutex_exons_3191,1,95359543,95433101,95433179,95425586,95425687,95451795,chr15s+:g.95359543j95433101_95433179j95451795>95359543j95425586_95425687j95451795[splMUT],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15,ENSG00000068305,+,mutex_exons_3192,0,99566104,99598430,99598511,99620891,99621080,99632978,chr15s+:g.99566104j99598430_99598511j99632978>99566104j99620891_99621080j99632978[splMUT],50,41,33,123,124,53,27,31,23,48,54,58,50,20,32,38,49,2,6,2,14,13,5,1,2,2,3,8,6,12,2,7,7,1
chr15,ENSG00000068305,+,mutex_exons_3193,2,99633173,99671323,99671454,99671520,99671657,99674393,chr15s+:g.99633173j99671323_99671454j99674393>99633173j99671520_99671657j99674393[splMUT],90,53,13,64,58,45,11,20,8,81,67,94,102,8,18,23,22,56,30,9,29,13,9,5,11,7,49,33,30,32,7,8,13,15
chr15,ENSG00000068305,+,mutex_exons_3194,2,99633173,99671323,99671454,99671520,99671669,99674393,chr15s+:g.99633173j99671323_99671454j99674393>99633173j99671520_99671669j99674393[splMUT],90,53,13,64,58,45,11,20,8,81,67,94,102,8,18,23,22,2,0,0,0,5,1,3,0,0,3,4,2,8,0,1,0,0
chr15,ENSG00000068305,+,mutex_exons_3195,26,99645764,99671323,99671454,99671520,99671657,99674393,chr15s+:g.99645764j99671323_99671454j99674393>99645764j99671520_99671657j99674393[splMUT],183,123,27,166,98,76,30,48,32,152,141,193,173,28,47,59,69,85,62,23,67,30,17,17,14,13,80,60,51,71,15,16,26,35
chr15,ENSG00000068305,+,mutex_exons_3196,13,99645764,99671323,99671454,99671520,99671669,99674393,chr15s+:g.99645764j99671323_99671454j99674393>99645764j99671520_99671669j99674393[splMUT],183,123,27,166,98,76,30,48,32,152,141,193,173,28,47,59,69,31,32,14,38,22,9,15,3,6,34,31,23,47,8,9,13,20
chr15,ENSG00000180229,-,mutex_exons_3197,2,20466370,20476944,20477056,20477202,20477358,20483403,chr15s-:g.20466370j20476944_20477056j20483403>20466370j20477202_20477358j20483403[splMUT],6,1,1,4,1,0,0,0,2,5,7,0,8,0,0,1,3,6,4,3,8,2,2,2,3,2,3,13,6,14,1,3,0,1
chr15,ENSG00000180229,-,mutex_exons_3198,0,20466370,20477202,20477361,20501546,20501714,20505391,chr15s-:g.20466370j20477202_20477361j20505391>20466370j20501546_20501714j20505391[splMUT],8,4,3,12,0,2,2,3,2,3,9,5,8,1,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
chr15,ENSG00000180229,-,mutex_exons_3199,0,20466370,20483403,20483517,20501546,20501714,20505391,chr15s-:g.20466370j20483403_20483517j20505391>20466370j20501546_20501714j20505391[splMUT],22,31,16,51,11,14,2,24,37,48,49,29,68,21,11,15,12,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
chr15,ENSG00000275835,-,mutex_exons_3200,0,22983611,22996845,22996958,22995099,22995240,23000569,chr15s-:g.22983611j22996845_22996958j23000569>22983611j22995099_22995240j23000569[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0
chr15,ENSG00000254912,-,mutex_exons_3201,0,32495070,32497489,32497590,32498495,32498666,32499161,chr15s-:g.32495070j32497489_32497590j32499161>32495070j32498495_32498666j32499161[splMUT],0,1,0,0,0,0,0,1,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15,ENSG00000262728,-,mutex_exons_3202,0,32586260,32603107,32603203,32597639,32597745,32614437,chr15s-:g.32586260j32603107_32603203j32614437>32586260j32597639_32597745j32614437[splMUT],0,10,0,3,4,3,0,0,2,3,6,5,5,0,1,3,0,3,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0
chr15,ENSG00000134152,-,mutex_exons_3203,0,34163690,34177821,34177999,34165930,34166115,34209951,chr15s-:g.34163690j34177821_34177999j34209951>34163690j34165930_34166115j34209951[splMUT],10,6,1,3,3,3,2,2,1,5,6,11,7,0,0,2,3,2,0,0,0,1,2,0,0,1,2,1,0,2,0,2,0,0
chr15,ENSG00000134152,-,mutex_exons_3204,0,34163690,34198260,34198331,34165930,34166115,34209951,chr15s-:g.34163690j34198260_34198331j34209951>34163690j34165930_34166115j34209951[splMUT],1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,1,2,1,0,2,0,2,0,0
chr15,ENSG00000134152,-,mutex_exons_3205,0,34163690,34198260,34198331,34177821,34177999,34209951,chr15s-:g.34163690j34198260_34198331j34209951>34163690j34177821_34177999j34209951[splMUT],1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,2,10,6,1,3,3,3,2,2,1,5,6,11,7,0,0,2,3
chr15,ENSG00000215252,-,mutex_exons_3206,1,34537647,34544858,34544953,34551138,34551276,34552895,chr15s-:g.34537647j34544858_34544953j34552895>34537647j34551138_34551276j34552895[splMUT],25,7,7,8,5,4,1,8,9,14,29,9,21,8,13,1,5,56,33,17,55,29,29,2,52,52,73,69,24,67,51,44,27,39
chr15,ENSG00000215252,-,mutex_exons_3207,1,34544953,34546946,34546982,34545378,34545426,34551138,chr15s-:g.34544953j34546946_34546982j34551138>34544953j34545378_34545426j34551138[splMUT],119,67,52,130,96,77,15,90,83,149,169,67,127,138,96,87,77,144,77,45,75,63,53,19,75,82,119,159,60,127,163,130,49,48
chr15,ENSG00000137824,-,mutex_exons_3208,3,40738042,40738501,40738576,40745120,40745259,40751426,chr15s-:g.40738042j40738501_40738576j40751426>40738042j40745120_40745259j40751426[splMUT],160,164,56,176,118,79,59,107,117,149,108,156,115,177,196,181,128,92,72,44,166,142,100,41,114,78,96,76,81,113,149,164,184,102
chr15,ENSG00000137824,-,mutex_exons_3209,0,40738042,40740133,40740193,40745120,40745259,40751426,chr15s-:g.40738042j40740133_40740193j40751426>40738042j40745120_40745259j40751426[splMUT],2,0,0,0,1,1,0,0,5,0,3,0,0,1,0,0,0,92,72,44,166,142,100,41,114,78,96,76,81,113,149,164,184,102
chr15,ENSG00000104129,-,mutex_exons_3210,0,40775596,40776352,40776401,40776160,40776292,40776542,chr15s-:g.40775596j40776352_40776401j40776542>40775596j40776160_40776292j40776542[splMUT],1,4,4,5,0,1,1,1,0,5,7,3,4,1,1,3,4,110,69,25,106,36,29,25,28,29,58,73,65,75,21,43,32,38
chr15,ENSG00000104129,-,mutex_exons_3211,0,40775596,40776352,40776401,40776190,40776292,40776542,chr15s-:g.40775596j40776352_40776401j40776542>40775596j40776190_40776292j40776542[splMUT],1,4,4,5,0,1,1,1,0,5,7,3,4,1,1,3,4,110,72,25,103,36,29,27,28,29,61,75,61,73,25,46,32,33
chr15,ENSG00000104129,-,mutex_exons_3212,1,40775596,40776352,40776401,40776196,40776292,40776542,chr15s-:g.40775596j40776352_40776401j40776542>40775596j40776196_40776292j40776542[splMUT],1,4,4,5,0,1,1,1,0,5,7,3,4,1,1,3,4,185,143,46,218,105,83,49,56,59,108,127,112,146,47,94,63,67
chr15,ENSG00000261183,-,mutex_exons_3213,2,40836282,40838033,40838125,40838169,40838266,40838543,chr15s-:g.40836282j40838033_40838125j40838543>40836282j40838169_40838266j40838543[splMUT],1,2,1,2,3,1,3,2,0,0,1,2,5,4,0,1,5,0,11,2,0,8,17,5,3,2,7,10,6,19,10,5,8,7
chr15,ENSG00000261183,-,mutex_exons_3214,0,40836282,40838169,40838266,40840380,40840491,40844179,chr15s-:g.40836282j40838169_40838266j40844179>40836282j40840380_40840491j40844179[splMUT],0,8,0,0,8,12,2,0,2,6,10,4,14,6,5,6,5,14,7,5,3,10,4,8,0,5,1,1,6,8,4,4,0,8
chr15,ENSG00000062524,-,mutex_exons_3215,1,41506005,41507095,41507174,41507445,41507657,41508069,chr15s-:g.41506005j41507095_41507174j41508069>41506005j41507445_41507657j41508069[splMUT],30,25,8,42,28,23,20,35,24,33,30,29,101,37,30,44,47,35,33,8,26,26,28,22,33,23,44,58,27,74,37,28,24,27
chr15,ENSG00000062524,-,mutex_exons_3216,0,41506043,41507095,41507174,41507445,41507657,41508069,chr15s-:g.41506043j41507095_41507174j41508069>41506043j41507445_41507657j41508069[splMUT],0,3,0,3,0,1,0,0,0,0,0,0,3,6,0,1,0,35,33,8,26,26,28,22,33,23,44,58,27,74,34,28,24,27
chr15,ENSG00000103978,-,mutex_exons_3217,6,42228820,42231844,42231887,42231192,42231260,42233213,chr15s-:g.42228820j42231844_42231887j42233213>42228820j42231192_42231260j42233213[splMUT],89,129,41,91,73,112,27,6,7,101,94,175,148,8,15,20,18,308,279,54,261,121,119,71,68,38,236,219,285,238,39,80,86,65
chr15,ENSG00000103978,-,mutex_exons_3218,23,42228820,42231192,42231260,42231844,42231915,42233213,chr15s-:g.42228820j42231192_42231260j42233213>42228820j42231844_42231915j42233213[splMUT],308,279,54,261,121,119,71,68,38,236,219,285,238,39,80,86,65,151,221,74,162,143,180,47,14,20,180,163,293,229,14,28,28,27
chr15,ENSG00000128881,-,mutex_exons_3219,0,42840433,42855118,42855200,42871445,42871617,42872611,chr15s-:g.42840433j42855118_42855200j42872611>42840433j42871445_42871617j42872611[splMUT],1,3,2,1,1,0,0,0,0,3,0,4,1,0,0,1,2,0,0,0,0,1,1,4,0,0,5,9,0,2,1,0,2,0
chr15,ENSG00000168781,-,mutex_exons_3220,3,43558932,43564103,43564165,43560413,43560595,43564867,chr15s-:g.43558932j43564103_43564165j43564867>43558932j43560413_43560595j43564867[splMUT],55,88,38,66,72,65,20,58,32,44,61,71,87,54,44,78,67,1,5,1,0,1,3,1,3,0,2,4,3,4,2,3,2,1
chr15,ENSG00000104133,-,mutex_exons_3221,0,44570658,44572683,44572820,44574902,44575041,44583814,chr15s-:g.44570658j44572683_44572820j44583814>44570658j44574902_44575041j44583814[splMUT],104,121,44,123,99,67,36,29,32,114,98,138,156,20,35,45,42,78,115,39,119,78,51,23,31,22,78,116,109,122,29,38,41,34
chr15,ENSG00000104133,-,mutex_exons_3222,0,44570658,44572741,44572820,44574902,44575041,44583814,chr15s-:g.44570658j44572741_44572820j44583814>44570658j44574902_44575041j44583814[splMUT],2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,78,115,39,119,78,51,23,31,22,78,116,109,122,29,38,41,34
chr15,ENSG00000104133,-,mutex_exons_3223,0,44570673,44572683,44572820,44574902,44575041,44583814,chr15s-:g.44570673j44572683_44572820j44583814>44570673j44574902_44575041j44583814[splMUT],0,1,2,1,0,1,2,0,0,0,0,2,0,1,0,0,1,78,115,39,119,78,51,23,31,22,78,116,108,116,29,40,41,34
chr15,ENSG00000104133,-,mutex_exons_3224,4,44600632,44601739,44601824,44604105,44604197,44606025,chr15s-:g.44600632j44601739_44601824j44606025>44600632j44604105_44604197j44606025[splMUT],0,5,0,1,0,10,0,2,0,5,4,1,5,0,0,4,3,0,3,2,10,2,0,2,0,0,3,5,8,9,2,2,2,3
chr15,ENSG00000229474,-,mutex_exons_3225,0,44673330,44674150,44674230,44674293,44674411,44675486,chr15s-:g.44673330j44674150_44674230j44675486>44673330j44674293_44674411j44675486[splMUT],2,2,0,6,5,0,2,2,2,10,2,8,3,3,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15,ENSG00000229474,-,mutex_exons_3226,0,44673330,44674150,44674230,44674293,44674411,44676475,chr15s-:g.44673330j44674150_44674230j44676475>44673330j44674293_44674411j44676475[splMUT],5,0,0,4,0,1,0,2,1,4,1,3,1,1,0,0,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0
chr15,ENSG00000229474,-,mutex_exons_3227,1,44673377,44674150,44674230,44674293,44674411,44675486,chr15s-:g.44673377j44674150_44674230j44675486>44673377j44674293_44674411j44675486[splMUT],2,6,0,14,9,6,5,2,2,12,6,16,8,8,3,13,4,0,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0
chr15,ENSG00000229474,-,mutex_exons_3228,2,44673377,44674150,44674230,44674293,44674411,44676475,chr15s-:g.44673377j44674150_44674230j44676475>44673377j44674293_44674411j44676475[splMUT],5,4,0,12,4,7,3,2,1,6,5,11,6,6,1,7,1,0,1,0,6,0,1,0,1,1,1,0,2,0,0,1,0,0
chr15,ENSG00000259342,-,mutex_exons_3229,2,45434150,45435277,45435360,45435490,45435583,45441781,chr15s-:g.45434150j45435277_45435360j45441781>45434150j45435490_45435583j45441781[splMUT],7,18,2,0,0,5,5,1,0,3,1,7,10,0,0,7,2,1,13,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0
chr15,ENSG00000259342,-,mutex_exons_3230,3,45434150,45435277,45435360,45439219,45439309,45441781,chr15s-:g.45434150j45435277_45435360j45441781>45434150j45439219_45439309j45441781[splMUT],7,18,2,0,0,5,5,1,0,3,1,7,10,0,0,7,2,3,8,1,0,5,5,10,0,0,11,2,4,11,0,0,0,1
chr15,ENSG00000259342,-,mutex_exons_3231,3,45434150,45439219,45439309,45435277,45435583,45441781,chr15s-:g.45434150j45439219_45439309j45441781>45434150j45435277_45435583j45441781[splMUT],3,8,1,0,5,5,10,0,0,11,2,4,11,0,0,0,1,4,17,0,0,0,8,2,1,0,0,1,11,6,0,0,1,1
chr15,ENSG00000259342,-,mutex_exons_3232,2,45434150,45439219,45439309,45435490,45435583,45441781,chr15s-:g.45434150j45439219_45439309j45441781>45434150j45435490_45435583j45441781[splMUT],3,8,1,0,5,5,10,0,0,11,2,4,11,0,0,0,1,1,13,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0
chr15,ENSG00000104043,-,mutex_exons_3233,2,49981294,49987591,49987693,49987391,49987549,49996677,chr15s-:g.49981294j49987591_49987693j49996677>49981294j49987391_49987549j49996677[splMUT],0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,16,17,2,46,19,11,1,4,6,20,4,25,29,6,14,13,7
chr15,ENSG00000104043,-,mutex_exons_3234,1,49987549,50010845,50010917,49996677,49996759,50038768,chr15s-:g.49987549j50010845_50010917j50038768>49987549j49996677_49996759j50038768[splMUT],4,8,4,23,14,1,0,4,2,13,3,20,20,1,4,8,1,9,9,0,24,11,8,0,2,2,9,2,9,13,0,10,6,4
chr15,ENSG00000197535,-,mutex_exons_3235,0,52376558,52379143,52379233,52376788,52376945,52379625,chr15s-:g.52376558j52379143_52379233j52379625>52376558j52376788_52376945j52379625[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,4,0,0,2,0
chr15,ENSG00000069974,-,mutex_exons_3236,0,55228712,55230549,55230602,55230401,55230486,55234782,chr15s-:g.55228712j55230549_55230602j55234782>55228712j55230401_55230486j55234782[splMUT],0,0,0,1,3,0,1,0,0,0,1,7,0,0,2,0,0,377,464,302,318,386,436,60,64,100,488,266,1239,820,80,171,241,139
chr15,ENSG00000069974,-,mutex_exons_3237,0,55234956,55238403,55238491,55259921,55260023,55270165,chr15s-:g.55234956j55238403_55238491j55270165>55234956j55259921_55260023j55270165[splMUT],2,9,10,13,5,6,1,5,2,8,9,20,10,9,2,2,6,4,1,0,6,0,2,0,0,0,0,3,2,4,0,0,6,0
chr15,ENSG00000128918,-,mutex_exons_3238,0,58107468,58138447,58138572,58246135,58246302,58279174,chr15s-:g.58107468j58138447_58138572j58279174>58107468j58246135_58246302j58279174[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15,ENSG00000182718,-,mutex_exons_3239,0,60364523,60374619,60374682,60373222,60373329,60382342,chr15s-:g.60364523j60374619_60374682j60382342>60364523j60373222_60373329j60382342[splMUT],47,34,17,58,32,34,11,9,18,28,26,60,35,17,18,17,17,0,0,0,0,2,0,0,0,0,2,0,0,8,10,0,0,0
chr15,ENSG00000182718,-,mutex_exons_3240,0,60386086,60390213,60390317,60393013,60393440,60397943,chr15s-:g.60386086j60390213_60390317j60397943>60386086j60393013_60393440j60397943[splMUT],79,90,12,140,62,56,30,15,18,108,57,87,67,15,22,21,13,60,6,2,26,2,9,0,5,0,22,10,22,38,1,1,2,6
chr15,ENSG00000182718,-,mutex_exons_3241,0,60386086,60390213,60390317,60393239,60393440,60397943,chr15s-:g.60386086j60390213_60390317j60397943>60386086j60393239_60393440j60397943[splMUT],79,90,12,140,62,56,30,15,18,108,57,87,67,15,22,21,13,39,6,2,14,2,8,0,0,0,8,0,5,25,2,1,2,6
chr15,ENSG00000182718,-,mutex_exons_3242,0,60386086,60390213,60390317,60394574,60394695,60396280,chr15s-:g.60386086j60390213_60390317j60396280>60386086j60394574_60394695j60396280[splMUT],75,79,10,129,59,52,25,14,16,99,53,77,64,14,20,20,11,0,1,24,110,2,32,34,28,31,70,1,0,85,28,4,40,2
chr15,ENSG00000182718,-,mutex_exons_3243,0,60386086,60390213,60390317,60396151,60396427,60397258,chr15s-:g.60386086j60390213_60390317j60397258>60386086j60396151_60396427j60397258[splMUT],75,79,11,132,61,52,25,14,18,99,52,79,66,14,20,20,12,27,33,14,111,39,24,16,13,20,27,8,24,16,14,29,19,29
chr15,ENSG00000182718,-,mutex_exons_3244,0,60386086,60390213,60390317,60396151,60396427,60397943,chr15s-:g.60386086j60390213_60390317j60397943>60386086j60396151_60396427j60397943[splMUT],79,90,12,140,62,56,30,15,18,108,57,87,67,15,22,21,13,15,23,3,67,21,13,7,12,15,21,6,22,13,8,13,14,15
chr15,ENSG00000182718,-,mutex_exons_3245,0,60386086,60396373,60396427,60390213,60390317,60397258,chr15s-:g.60386086j60396373_60396427j60397258>60386086j60390213_60390317j60397258[splMUT],20,20,11,64,22,14,12,6,10,10,6,14,9,7,17,12,17,75,79,11,132,61,52,25,14,18,99,52,79,66,14,20,20,12
chr15,ENSG00000182718,-,mutex_exons_3246,0,60386086,60396373,60396427,60390213,60390317,60397943,chr15s-:g.60386086j60396373_60396427j60397943>60386086j60390213_60390317j60397943[splMUT],8,10,0,20,4,3,3,5,5,4,4,12,6,1,1,7,3,79,90,12,140,62,56,30,15,18,108,57,87,67,15,22,21,13
chr15,ENSG00000182718,-,mutex_exons_3247,0,60386086,60397255,60397338,60390213,60390317,60397943,chr15s-:g.60386086j60397255_60397338j60397943>60386086j60390213_60390317j60397943[splMUT],334,351,89,356,156,127,81,90,110,364,213,378,272,76,127,133,149,79,90,12,140,62,56,30,15,18,108,57,87,67,15,22,21,13
chr15,ENSG00000182718,-,mutex_exons_3248,0,60386086,60396151,60396427,60393013,60393440,60397943,chr15s-:g.60386086j60396151_60396427j60397943>60386086j60393013_60393440j60397943[splMUT],15,23,3,67,21,13,7,12,15,21,6,22,13,8,13,14,15,60,6,2,26,2,9,0,5,0,22,10,22,38,1,1,2,6
chr15,ENSG00000182718,-,mutex_exons_3249,0,60386086,60396280,60396427,60393013,60393440,60397943,chr15s-:g.60386086j60396280_60396427j60397943>60386086j60393013_60393440j60397943[splMUT],12,12,0,23,3,2,7,5,9,7,5,13,4,2,2,6,4,60,6,2,26,2,9,0,5,0,22,10,22,38,1,1,2,6
