"contig","gene","strand","event_id","confirmed","exon_pre_end","exon1_start","exon1_end","exon2_start","exon2_end","exon_aft_start","event_jid","alpha","beta","depth_min","depth_q05","depth_q25","depth_median","depth_q75","depth_q95","depth_max","psi_min","psi_q05","psi_q25","psi_median","psi_q75","psi_q95","psi_max","log-likelihood"
"chr12","ENSG00000150991","-","mutex_exons_2454",3,124911822,124912507,124912583,124912051,124912408,124912637,"chr12s-:g.124911822j124912507_124912583j124912637>124911822j124912051_124912408j124912637[splMUT]",0.999999782578192,3.24919265249561,1373,1534.6,2036,3263,7990,9644.2,10557,0.00610790634543604,0.15333912664506,0.235919899874844,0.268771069567882,0.295242141036534,0.365908851663025,0.384533333333333,132.135604748913
"chr12","ENSG00000150991","-","mutex_exons_2455",4,124911822,124912507,124912636,124912051,124912408,124912865,"chr12s-:g.124911822j124912507_124912636j124912865>124911822j124912051_124912408j124912865[splMUT]",2.68675648229706,0.999999873036749,2027,2242.2,2938,4753,9392,13130,16638,0.580315917375456,0.587699547111455,0.632559625212947,0.715283928747171,0.746379371246909,0.775224227859231,0.783866575901974,140.019690114473
"chr12","ENSG00000150991","-","mutex_exons_2456",1,124911822,124912507,124912583,124912051,124912506,124912735,"chr12s-:g.124911822j124912507_124912583j124912735>124911822j124912051_124912506j124912735[splMUT]",0.999999923045849,6.80244608044205,2298,2786.8,3959,6010,16265,19639.4,21209,0.00285125930619357,0.0687608756504677,0.118242343541944,0.131985731272295,0.145923460898502,0.222242187670628,0.24785149535923,133.73056537743
"chr12","ENSG00000150991","-","mutex_exons_2457",26,124911822,124912507,124912734,124912051,124912506,124912963,"chr12s-:g.124911822j124912507_124912734j124912963>124911822j124912051_124912506j124912963[splMUT]",1.75730332138246,0.998812840678104,1282,1388.4,1798,2917,8691,9286.8,9970,0.48398001175779,0.490950875208536,0.544249881684808,0.566523605150215,0.614042126379137,0.636346572866812,0.636682808716707,137.215207801784
"chr12","ENSG00000150991","-","mutex_exons_2458",16,124911822,124912507,124912734,124912051,124912506,124913191,"chr12s-:g.124911822j124912507_124912734j124913191>124911822j124912051_124912506j124913191[splMUT]",0.999999169818101,1.46042403813191,1067,1120.6,1550,4127,8615,10424,11632,0.287393860222077,0.310230195194321,0.39248322147651,0.472535072120134,0.579106210098665,0.644701574727043,0.668039738308699,139.268200922847
"chr12","ENSG00000150991","-","mutex_exons_2459",24,124911822,124912051,124912506,124912507,124913190,124913419,"chr12s-:g.124911822j124912051_124912506j124913419>124911822j124912507_124913190j124913419[splMUT]",0.999999975425096,1.51557959084524,1162,1268.4,1628,2710,7306,8248.2,8961,0.390663390663391,0.396893435447652,0.427519250083696,0.479058308239803,0.517692985770054,0.562129680007933,0.629235760634463,136.273451580287
"chr12","ENSG00000150991","-","mutex_exons_2460",0,124911822,124912051,124912506,124912584,124913190,124913419,"chr12s-:g.124911822j124912051_124912506j124913419>124911822j124912584_124913190j124913419[splMUT]",2.73097508140302,0.99999983564152,666,786,939,1728,5421,6051.4,6181,0.582376237623762,0.612317344272851,0.645637336284818,0.695195195195195,0.726765799256506,0.797307752287525,0.833838575217886,124.843467824841
"chr12","ENSG00000150991","-","mutex_exons_2461",1,124911822,124912637,124912734,124912051,124912506,124912963,"chr12s-:g.124911822j124912637_124912734j124912963>124911822j124912051_124912506j124912963[splMUT]",0.999999551725746,1.94261533903454,786,934,1109,1935,6768,7190.8,7194,0.25258518392948,0.284573798054677,0.341043890865955,0.400763358778626,0.455039670878637,0.485054779735631,0.500333000333,130.77010850201
"chr12","ENSG00000150991","-","mutex_exons_2462",1,124911822,124912637,124912734,124912051,124912506,124913191,"chr12s-:g.124911822j124912637_124912734j124913191>124911822j124912051_124912506j124913191[splMUT]",0.16775945870728,1.00000040296694,571,637.4,1091,3250,7217,8330.4,8852,0,0,0,0.383854801571177,0.429963842163182,0.551406593406593,0.578461538461538,105.440092647325
"chr12","ENSG00000150991","-","mutex_exons_2463",1,124911822,124912637,124912734,124912051,124912506,124913419,"chr12s-:g.124911822j124912637_124912734j124913419>124911822j124912051_124912506j124913419[splMUT]",0.99987106181006,79.9806533997662,465,536.2,728,1260,3565,4190.4,4412,0.00155038759689922,0.00230463780949771,0.00580411124546554,0.0121675155631013,0.0179441168931043,0.0203365079365079,0.023015873015873,67.2044091177949
"chr12","ENSG00000150991","-","mutex_exons_2464",1,124911822,124912051,124912506,124912637,124913190,124913419,"chr12s-:g.124911822j124912051_124912506j124913419>124911822j124912637_124913190j124913419[splMUT]",2.73097508140302,0.99999983564152,666,786,939,1728,5421,6051.4,6181,0.582376237623762,0.612317344272851,0.645637336284818,0.695195195195195,0.726765799256506,0.797307752287525,0.833838575217886,124.843467824841
"chr12","ENSG00000150991","-","mutex_exons_2465",0,124911822,124912865,124913190,124912051,124912506,124913419,"chr12s-:g.124911822j124912865_124913190j124913419>124911822j124912051_124912506j124913419[splMUT]",0.99999983564152,2.73097508140302,666,786,939,1728,5421,6051.4,6181,0.166161424782114,0.202692247712475,0.273234200743494,0.304804804804805,0.354362663715182,0.387682655727148,0.417623762376238,124.843467824841
"chr12","ENSG00000150991","-","mutex_exons_2466",1,124911822,124912637,124912734,124912051,124912636,124913093,"chr12s-:g.124911822j124912637_124912734j124913093>124911822j124912051_124912636j124913093[splMUT]",0.0850248200277971,73.6694649805007,478,542.8,737,1221,3577,4249,4433,0,0,0,0,0,0.00735083913384883,0.0120845921450151,20.3824516020038
"chr12","ENSG00000150991","-","mutex_exons_2467",0,124911822,124912279,124912408,124912409,124912636,124912865,"chr12s-:g.124911822j124912279_124912408j124912865>124911822j124912409_124912636j124912865[splMUT]",0.647749547167832,14.2947267838448,1088,1241.6,1837,2593,4800,6506.6,9593,0.00308522946394138,0.00464220312549268,0.00703125,0.015625,0.0268533394537526,0.232788604608964,0.240609689711486,97.9347492455655
"chr12","ENSG00000150991","-","mutex_exons_2468",0,124911822,124912279,124912408,124912409,124912636,124913321,"chr12s-:g.124911822j124912279_124912408j124913321>124911822j124912409_124912636j124913321[splMUT]",1.1850880318969,0.999426786074716,60,90.4,294,540,784,1235.4,2473,0.0573248407643312,0.0763925043847503,0.283333333333333,0.751619870410367,0.809201623815967,0.839115634944394,0.858585858585859,102.863296808506
"chr12","ENSG00000150991","-","mutex_exons_2469",0,124911822,124912279,124912408,124912409,124913774,124914587,"chr12s-:g.124911822j124912279_124912408j124914587>124911822j124912409_124913774j124914587[splMUT]",0.999935653324034,79.9762889571192,1121,1344.2,2438,3900,5462,7013.4,10755,0.00293147673140344,0.00305797402805206,0.0050035739814153,0.00897435897435897,0.0193670288143599,0.025574392207246,0.0305544314042898,80.805773969597
"chr12","ENSG00000150991","-","mutex_exons_2470",3,124911822,124912507,124912583,124912279,124912408,124912637,"chr12s-:g.124911822j124912507_124912583j124912637>124911822j124912279_124912408j124912637[splMUT]",0.999999702545812,1.78258900579288,930,944.4,1327,2202,4741,5803.2,6304,0.014336917562724,0.255922739371639,0.399282851719047,0.442893401015228,0.488929889298893,0.542211538461538,0.577724358974359,129.498352908214
"chr12","ENSG00000150991","-","mutex_exons_2471",0,124911822,124912507,124912583,124912279,124912408,124914587,"chr12s-:g.124911822j124912507_124912583j124914587>124911822j124912279_124912408j124914587[splMUT]",7.27617534001207,0.658068880650052,107,386.2,513,912,2039,2832.4,2918,0.336448598130841,0.808189915320885,0.942618930848455,0.962800875273523,0.98159509202454,0.989604688863948,0.991919191919192,90.317909244604
"chr12","ENSG00000150991","-","mutex_exons_2472",4,124911822,124912279,124912408,124912507,124912636,124912865,"chr12s-:g.124911822j124912279_124912408j124912865>124911822j124912507_124912636j124912865[splMUT]",0.6242828604971,17.974132925986,1584,1724.8,2311,3575,6071,9289,12385,0.00223776223776224,0.00321691635927897,0.00511363636363636,0.0120814635830169,0.0186335403726708,0.189145159397195,0.193774660236738,98.4632096291909
"chr12","ENSG00000150991","-","mutex_exons_2473",16,124911822,124912279,124912408,124912507,124912636,124913321,"chr12s-:g.124911822j124912279_124912408j124913321>124911822j124912507_124912636j124913321[splMUT]",0.826769423853573,2.80362200250799,556,573.6,775,1439,2660,4005.8,5265,0.00976800976800977,0.0124953296256371,0.0305755395683453,0.233834586466165,0.286821705426357,0.463141216252482,0.771612903225806,114.852971718033
"chr12","ENSG00000150991","-","mutex_exons_2474",0,124911822,124912279,124912408,124912507,124913774,124914587,"chr12s-:g.124911822j124912279_124912408j124914587>124911822j124912507_124913774j124914587[splMUT]",0.999897792171203,79.9956018918736,1617,1827.4,2878,4777,6835,9795.8,13547,0.00215575316626246,0.00252478250298207,0.00410677618069815,0.00732677412602051,0.0146194835360022,0.0185738721217395,0.0220921726408193,81.1768847680326
"chr12","ENSG00000150991","-","mutex_exons_2475",0,124911822,124912279,124912408,124912735,124913774,124914587,"chr12s-:g.124911822j124912279_124912408j124914587>124911822j124912735_124913774j124914587[splMUT]",0.9999355071811,79.9763169103091,1121,1344.2,2438,3900,5462,7013.4,10755,0.00293147673140344,0.00305712581985653,0.0050035739814153,0.00897435897435897,0.0193670288143599,0.0255719201658702,0.030542071197411,80.8054343858576
"chr12","ENSG00000150991","-","mutex_exons_2476",0,124911822,124912279,124912408,124912963,124913774,124914587,"chr12s-:g.124911822j124912279_124912408j124914587>124911822j124912963_124913774j124914587[splMUT]",0.999935472076368,79.9763259034456,1121,1344.2,2438,3900,5462,7013.4,10755,0.00293147673140344,0.00305797402805206,0.0050035739814153,0.00897435897435897,0.0193670288143599,0.0255678736989417,0.030542071197411,80.8049840940895
"chr12","ENSG00000150991","-","mutex_exons_2477",1,124911822,124912507,124912583,124912279,124912506,124912735,"chr12s-:g.124911822j124912507_124912583j124912735>124911822j124912279_124912506j124912735[splMUT]",0.999999926523183,5.34105427541167,1855,2196.6,3250,4949,12935,15798.4,16956,0.00389483933787731,0.0838174203327795,0.148589099342868,0.164661476763388,0.179250757624605,0.277098539844228,0.315950920245399,133.365179709944
"chr12","ENSG00000150991","-","mutex_exons_2478",26,124911822,124912279,124912506,124912507,124912734,124912963,"chr12s-:g.124911822j124912279_124912506j124912963>124911822j124912507_124912734j124912963[splMUT]",0.999999813470639,30.7403201100262,788,828.8,1171,1739,5160,5625.6,6232,0.0161012075905693,0.0173409090405786,0.0244565217391304,0.0334773218142549,0.0374159602455422,0.0470059199690061,0.0473463153875525,88.7396075199735
"chr12","ENSG00000150991","-","mutex_exons_2479",16,124911822,124912279,124912506,124912507,124912734,124913191,"chr12s-:g.124911822j124912279_124912506j124913191>124911822j124912507_124912734j124913191[splMUT]",0.999997339527237,4.2875545925943,598,606,923,3066,5649,6511.6,7894,0.100782778864971,0.109587019349153,0.154013803123865,0.205128205128205,0.276315789473684,0.316254356101123,0.32795156407669,119.721140206729
"chr12","ENSG00000150991","-","mutex_exons_2480",24,124911822,124912279,124912506,124912507,124913190,124913419,"chr12s-:g.124911822j124912279_124912506j124913419>124911822j124912507_124913190j124913419[splMUT]",0.999999898078863,30.2851389548178,668,708.8,900,1532,3985,4659,5223,0.00899100899100899,0.0112718860087281,0.0254491017964072,0.0344444444444444,0.0396319886765747,0.0484979715198608,0.0498845265588915,85.5307549538738
"chr12","ENSG00000150991","-","mutex_exons_2481",0,124911822,124912279,124912506,124912584,124913190,124913419,"chr12s-:g.124911822j124912279_124912506j124913419>124911822j124912584_124913190j124913419[splMUT]",0.999999967826297,12.3521882434871,223,223.8,280,536,2100,2352.6,2443,0.0321428571428571,0.0321428571428571,0.0673913043478261,0.0758928571428571,0.0896860986547085,0.11901889385091,0.144390243902439,84.9290207692505
"chr12","ENSG00000150991","-","mutex_exons_2482",1,124911822,124912637,124912734,124912279,124912506,124912963,"chr12s-:g.124911822j124912637_124912734j124912963>124911822j124912279_124912506j124912963[splMUT]",15.5227570971951,0.999999395223686,343,343.8,469,750,3238,3475.8,3571,0.905224787363305,0.915738835023681,0.922972972972973,0.939678284182306,0.946666666666667,0.96403639419493,0.968134414831981,88.4492203940307
"chr12","ENSG00000150991","-","mutex_exons_2483",1,124911822,124912637,124912734,124912279,124912506,124913191,"chr12s-:g.124911822j124912637_124912734j124913191>124911822j124912279_124912506j124913191[splMUT]",0.234912262633098,1.00000059336274,118,126,202,1771,3756,4418,5114,0,0,0,0.697685869030034,0.760587238848108,0.845844767563019,0.858839652809502,102.196320858825
"chr12","ENSG00000150991","-","mutex_exons_2484",1,124911822,124912637,124912734,124912279,124912506,124913419,"chr12s-:g.124911822j124912637_124912734j124913419>124911822j124912279_124912506j124913419[splMUT]",0.999999833156953,3.41115909188197,14,17.2,22,77,163,228,244,0.0555555555555556,0.0664570230607966,0.134078212290503,0.272727272727273,0.340425531914894,0.443558282208589,0.5,63.9449637569342
"chr12","ENSG00000150991","-","mutex_exons_2485",1,124911822,124912279,124912506,124912637,124913190,124913419,"chr12s-:g.124911822j124912279_124912506j124913419>124911822j124912637_124913190j124913419[splMUT]",0.999999967826297,12.3521882434871,223,223.8,280,536,2100,2352.6,2443,0.0321428571428571,0.0321428571428571,0.0673913043478261,0.0758928571428571,0.0896860986547085,0.11901889385091,0.144390243902439,84.9290207692505
"chr12","ENSG00000150991","-","mutex_exons_2486",0,124911822,124912279,124912506,124912865,124913190,124913419,"chr12s-:g.124911822j124912279_124912506j124913419>124911822j124912865_124913190j124913419[splMUT]",0.999999967826297,12.3521882434871,223,223.8,280,536,2100,2352.6,2443,0.0321428571428571,0.0321428571428571,0.0673913043478261,0.0758928571428571,0.0896860986547085,0.11901889385091,0.144390243902439,84.9290207692505
"chr12","ENSG00000150991","-","mutex_exons_2487",1,124911822,124912637,124912734,124912279,124912636,124913093,"chr12s-:g.124911822j124912637_124912734j124913093>124911822j124912279_124912636j124913093[splMUT]",0.0846947782294414,4.03799675376551,21,22.6,35,61,194,243,247,0,0,0,0,0,0.121389961389961,0.228571428571429,20.1873055454298
"chr12","ENSG00000150991","-","mutex_exons_2488",0,124911822,124912507,124912583,124912409,124912506,124912735,"chr12s-:g.124911822j124912507_124912583j124912735>124911822j124912409_124912506j124912735[splMUT]",0.999999634397642,5.30221378761653,1838,2186.8,3241,4914,12818,15748.4,16830,0.00392498909725251,0.0841578069146661,0.149945389296302,0.165894236482472,0.179609768703967,0.279299322520846,0.317062445030783,133.35133717322
"chr12","ENSG00000150991","-","mutex_exons_2489",0,124911822,124912409,124912506,124912507,124912734,124912963,"chr12s-:g.124911822j124912409_124912506j124912963>124911822j124912507_124912734j124912963[splMUT]",0.999999999571767,67.3371765941695,776,812.8,1163,1731,5043,5533.8,6201,0.00515463917525773,0.0065967905437714,0.0111045012889153,0.01338199513382,0.0190682130921958,0.0237242784619473,0.0239912758996728,75.5932110721971
"chr12","ENSG00000150991","-","mutex_exons_2490",0,124911822,124912409,124912506,124912507,124912734,124913191,"chr12s-:g.124911822j124912409_124912506j124913191>124911822j124912507_124912734j124913191[splMUT]",0.999999538163376,4.65377663525888,589,590.6,915,3031,5498,6411.8,7863,0.0903992081821181,0.102200471473627,0.140596580574754,0.185059422750424,0.255499153976311,0.292885920384718,0.298947368421053,118.346572012217
"chr12","ENSG00000150991","-","mutex_exons_2491",0,124911822,124912409,124912506,124912507,124913190,124913419,"chr12s-:g.124911822j124912409_124912506j124913419>124911822j124912507_124913190j124913419[splMUT]",0.999986674041435,79.9946930949541,656,692.8,883,1524,3855,4567.2,5192,0,0.00080563947633434,0.00762195121951219,0.0107095046854083,0.0133689839572193,0.0200411374079673,0.0295275590551181,67.3805644440439
"chr12","ENSG00000150991","-","mutex_exons_2492",0,124911822,124912409,124912506,124912584,124913190,124913419,"chr12s-:g.124911822j124912409_124912506j124913419>124911822j124912584_124913190j124913419[splMUT]",0.999999157132894,36.8294162702821,206,210.8,272,501,1970,2225.6,2412,0,0.00294117647058824,0.0179786200194363,0.0244716351501669,0.0319148936170213,0.050138100183397,0.0830258302583026,66.7627646414117
"chr12","ENSG00000150991","-","mutex_exons_2493",0,124911822,124912409,124912506,124912637,124912734,124912963,"chr12s-:g.124911822j124912409_124912506j124912963>124911822j124912637_124912734j124912963[splMUT]",0.999999963073053,34.1282399424146,326,330.8,460,733,3121,3425,3441,0.0120481927710843,0.0161694454341203,0.0228898426323319,0.0267022696929239,0.0346932219723739,0.0456423372024395,0.0562659846547315,75.2824717815827
"chr12","ENSG00000150991","-","mutex_exons_2494",0,124911822,124912409,124912506,124912637,124912734,124913191,"chr12s-:g.124911822j124912409_124912506j124913191>124911822j124912637_124912734j124913191[splMUT]",1.00000011897845,0.239902370659003,109,110.6,194,1763,3605,4318.2,5083,0.127205199628598,0.144249935515618,0.214424410540915,0.279247202441506,1,1,1,101.989311623312
"chr12","ENSG00000150991","-","mutex_exons_2495",0,124911822,124912409,124912506,124912637,124912734,124913419,"chr12s-:g.124911822j124912409_124912506j124913419>124911822j124912637_124912734j124913419[splMUT]",1.27056198357198,0.999997821775568,5,5.8,10,36,74,117.6,132,0,0.133333333333333,0.448598130841121,0.5,0.608108108108108,0.806666666666667,0.833333333333333,59.0739751537987
"chr12","ENSG00000150991","-","mutex_exons_2496",0,124911822,124912409,124912506,124912637,124913190,124913419,"chr12s-:g.124911822j124912409_124912506j124913419>124911822j124912637_124913190j124913419[splMUT]",0.999999157132894,36.8294162702821,206,210.8,272,501,1970,2225.6,2412,0,0.00294117647058824,0.0179786200194363,0.0244716351501669,0.0319148936170213,0.050138100183397,0.0830258302583026,66.7627646414117
"chr12","ENSG00000150991","-","mutex_exons_2497",0,124911822,124912409,124912506,124912865,124913190,124913419,"chr12s-:g.124911822j124912409_124912506j124913419>124911822j124912865_124913190j124913419[splMUT]",0.999999157132894,36.8294162702821,206,210.8,272,501,1970,2225.6,2412,0,0.00294117647058824,0.0179786200194363,0.0244716351501669,0.0319148936170213,0.050138100183397,0.0830258302583026,66.7627646414117
"chr12","ENSG00000150991","-","mutex_exons_2498",0,124911822,124912637,124912734,124912409,124912636,124913093,"chr12s-:g.124911822j124912637_124912734j124913093>124911822j124912409_124912636j124913093[splMUT]",0.0912661104330384,2.79461482191681,9,13,20,35,108,135.4,157,0,0,0,0,0,0.202849002849003,0.296296296296296,19.8372794358717
"chr12","ENSG00000150991","-","mutex_exons_2499",0,124911822,124912507,124912583,124912584,124913774,124914587,"chr12s-:g.124911822j124912507_124912583j124914587>124911822j124912584_124913774j124914587[splMUT]",0.999999929311279,3.82792276774683,1600,1816.8,2861,4742,6684,9745.8,13421,0.00646319569120287,0.123354494808344,0.164214950465326,0.256547300908605,0.283213644524237,0.313016289392432,0.314942789169593,132.568728187481
"chr12","ENSG00000150991","-","mutex_exons_2500",0,124911822,124912507,124912583,124912865,124913774,124914587,"chr12s-:g.124911822j124912507_124912583j124914587>124911822j124912865_124913774j124914587[splMUT]",0.999999929311279,3.82792276774683,1600,1816.8,2861,4742,6684,9745.8,13421,0.00646319569120287,0.123354494808344,0.164214950465326,0.256547300908605,0.283213644524237,0.313016289392432,0.314942789169593,132.568728187481
"chr12","ENSG00000150991","-","mutex_exons_2501",0,124911822,124912507,124912583,124912963,124913774,124914587,"chr12s-:g.124911822j124912507_124912583j124914587>124911822j124912963_124913774j124914587[splMUT]",0.999999781948385,3.82989643155597,1600,1816.8,2861,4742,6686,9745.8,13421,0.00646319569120287,0.123354494808344,0.164214950465326,0.256547300908605,0.283128926114269,0.313016289392432,0.314942789169593,132.568672048752
"chr12","ENSG00000150991","-","mutex_exons_2502",1,124911822,124912637,124912734,124912507,124912636,124913093,"chr12s-:g.124911822j124912637_124912734j124913093>124911822j124912507_124912636j124913093[splMUT]",0.105851043591707,79.9999741706257,159,394.2,514,916,1997,2864.2,2937,0,0,0,0,0,0.00825257455105901,0.0106951871657754,19.6915524388092
"chr12","ENSG00000150991","-","mutex_exons_2503",0,124911822,124912584,124912636,124912637,124912734,124913093,"chr12s-:g.124911822j124912584_124912636j124913093>124911822j124912637_124912734j124913093[splMUT]",2.79461482191681,0.0912661104330384,9,13,20,35,108,135.4,157,0.703703703703704,0.797150997150997,1,1,1,1,1,19.8372794358717
"chr12","ENSG00000150991","-","mutex_exons_2504",0,124911822,124912637,124912734,124912735,124913190,124913419,"chr12s-:g.124911822j124912637_124912734j124913419>124911822j124912735_124913190j124913419[splMUT]",0.999999994265528,39.0259784481184,205,207.4,280,501,1986,2228,2420,0.00480769230769231,0.00836894586894587,0.0124223602484472,0.021505376344086,0.0327291037260826,0.0473902523332181,0.0551330798479087,65.7873198285488
"chr12","ENSG00000150991","-","mutex_exons_2505",0,124911822,124912637,124912734,124912865,124913190,124913419,"chr12s-:g.124911822j124912637_124912734j124913419>124911822j124912865_124913190j124913419[splMUT]",0.99999962585782,39.0329330184093,205,207.4,280,501,1986,2226.4,2420,0.00480769230769231,0.00840339892665474,0.0124223602484472,0.021505376344086,0.0327291037260826,0.0473902523332181,0.0551330798479087,65.7844665624461
"chr12","ENSG00000150991","-","mutex_exons_2506",4,124911899,124912128,124912180,124912584,124912636,124912865,"chr12s-:g.124911899j124912128_124912180j124912865>124911899j124912584_124912636j124912865[splMUT]",0.999998240324135,14.6288382112708,1321,1516.2,1972,3128,5597,8064.4,11386,0.0252063938169682,0.0276240749403219,0.0401211203633611,0.0602409638554217,0.0921922458459889,0.11381764876716,0.125400783754898,108.898571122622
"chr12","ENSG00000150991","-","mutex_exons_2507",22,124911899,124912128,124912180,124912584,124912636,124913321,"chr12s-:g.124911899j124912128_124912180j124913321>124911899j124912584_124912636j124913321[splMUT]",0.99999930507478,2.63249705771164,367,405.4,695,1045,1550,1897.2,2574,0.0993676603432701,0.110475941707208,0.237057220708447,0.319108280254777,0.368387096774194,0.477005109414115,0.497255762897914,111.179821561238
"chr12","ENSG00000150991","-","mutex_exons_2508",22,124911899,124912128,124912180,124913040,124913092,124913321,"chr12s-:g.124911899j124912128_124912180j124913321>124911899j124913040_124913092j124913321[splMUT]",0.999999951749933,4.91795004516268,439,638.2,964,1455,4036,4916.2,4945,0.0642523364485981,0.0782553043033895,0.107051282051282,0.126453488372093,0.222096956031567,0.401983670191407,0.487096774193548,114.205118718207
"chr12","ENSG00000150991","-","mutex_exons_2509",0,124911899,124912128,124912180,124913093,124913190,124913321,"chr12s-:g.124911899j124912128_124912180j124913321>124911899j124913093_124913190j124913321[splMUT]",1.00000029541436,0.0467790714863942,47,97.4,197,430,501,574.8,590,0.588,0.623291056910569,1,1,1,1,1,34.1614928993264
"chr12","ENSG00000150991","-","mutex_exons_2510",26,124911899,124913040,124913092,124912128,124912636,124913321,"chr12s-:g.124911899j124913040_124913092j124913321>124911899j124912128_124912636j124913321[splMUT]",4.14453337573436,0.999999359283163,561,672.2,903,1616,4411,5024.8,5072,0.568030447193149,0.620101449895446,0.789551503203548,0.816168327796235,0.851543140346925,0.876159275161086,0.877862595419847,117.088777685865
"chr12","ENSG00000150991","-","mutex_exons_2511",0,124911899,124913093,124913190,124912128,124912636,124913321,"chr12s-:g.124911899j124913093_124913190j124913321>124911899j124912128_124912636j124913321[splMUT]",0.0484796895143193,1.33935199392732,96,152,223,514,619,775,1099,0,0,0,0,0,0.242429346808909,0.250608272506083,34.3144949125282
"chr12","ENSG00000150991","-","mutex_exons_2512",26,124911899,124913268,124913320,124912128,124912636,124913549,"chr12s-:g.124911899j124913268_124913320j124913549>124911899j124912128_124912636j124913549[splMUT]",13.1329504185784,0.999999981562618,1653,1673.8,2658,4479,9810,12229.8,13897,0.871794871794872,0.891178546224418,0.906490649064907,0.923169993950393,0.947293447293447,0.966584154316766,0.970928977477153,116.003437886716
"chr12","ENSG00000150991","-","mutex_exons_2513",26,124911899,124912584,124912636,124913040,124913092,124913321,"chr12s-:g.124911899j124912584_124912636j124913321>124911899j124913040_124913092j124913321[splMUT]",0.999999121591333,2.5272733822934,760,856.8,1100,1875,4764,5516.8,5756,0.183419881305638,0.199641293334298,0.22029702970297,0.3024,0.393154968728284,0.485336335491134,0.489839572192513,125.492231871021
"chr12","ENSG00000150991","-","mutex_exons_2514",26,124911899,124912584,124912636,124913268,124913320,124913549,"chr12s-:g.124911899j124912584_124912636j124913549>124911899j124913268_124913320j124913549[splMUT]",0.999999734275998,7.21562929348383,1775,1857.4,2859,4738,10135,12854,15242,0.107007176023639,0.107648521451814,0.114786542267458,0.123038973852985,0.144834930777423,0.149941105417719,0.158185361628411,126.170423608495
"chr12","ENSG00000150991","-","mutex_exons_2515",0,124911899,124913040,124913092,124913093,124913190,124913321,"chr12s-:g.124911899j124913040_124913092j124913321>124911899j124913093_124913190j124913321[splMUT]",2.93570310093184,0.0448691981234978,392,460,690,1411,3674,4335.8,4403,0.904545454545455,0.919465158497417,1,1,1,1,1,34.8971209119599
"chr12","ENSG00000150991","-","mutex_exons_2516",19,124911952,124912181,124912278,124912409,124912506,124912735,"chr12s-:g.124911952j124912181_124912278j124912735>124911952j124912409_124912506j124912735[splMUT]",0.999992794136568,16.9175839509848,1469,1670.6,2836,4251,11985,14068.4,14766,0.021509167842031,0.0220732416658623,0.0381958553433564,0.0687542545949626,0.0732886904761905,0.0898578515127308,0.0911795449063279,113.952661159134
"chr12","ENSG00000150991","-","mutex_exons_2517",4,124911952,124912181,124912278,124912409,124912506,124912963,"chr12s-:g.124911952j124912181_124912278j124912963>124911952j124912409_124912506j124912963[splMUT]",2.10875165729346,0.999998443751096,107,119.8,191,262,754,928,1076,0.426573426573427,0.470654999450811,0.542222222222222,0.672297297297297,0.699481865284974,0.740723981900453,0.754901960784314,95.2804093611663
"chr12","ENSG00000150991","-","mutex_exons_2518",17,124911952,124912181,124912278,124912409,124912506,124913191,"chr12s-:g.124911952j124912181_124912278j124913191>124911952j124912409_124912506j124913191[splMUT]",0.999999915941216,2.66649450900104,208,264.8,330,632,1714,2083.8,2127,0.190031152647975,0.206492969999174,0.234177215189873,0.290877796901893,0.341346153846154,0.478195254764683,0.533333333333333,105.934536895599
"chr12","ENSG00000150991","-","mutex_exons_2519",0,124911952,124912181,124912278,124912409,124913774,124914587,"chr12s-:g.124911952j124912181_124912278j124914587>124911952j124912409_124913774j124914587[splMUT]",0.999999676862013,15.0440078132124,1200,1492,2585,4043,5925,7724.4,11190,0.0201652892561983,0.0223368596747387,0.0354781054512958,0.0583333333333333,0.0854289940828402,0.110968470373615,0.131983122362869,109.792532796367
"chr12","ENSG00000150991","-","mutex_exons_2520",4,124911952,124912181,124912278,124912637,124912734,124912963,"chr12s-:g.124911952j124912181_124912278j124912963>124911952j124912637_124912734j124912963[splMUT]",0.999999972872722,6.15410133449738,406,466,633,1051,3956,4216.8,4332,0.101497504159734,0.113444858148427,0.128898128898129,0.140771637122002,0.172413793103448,0.200642239784033,0.210382513661202,106.916670474496
"chr12","ENSG00000150991","-","mutex_exons_2521",13,124911952,124912181,124912278,124912637,124912734,124913191,"chr12s-:g.124911952j124912181_124912278j124913191>124911952j124912637_124912734j124913191[splMUT]",0.993803060042994,2.06449143430736,92,141.6,213,1672,3688,4105.2,4802,0.0458646616541353,0.0507593782299414,0.134375828253379,0.159331919406151,0.586854460093897,0.770086789618626,0.771739130434783,113.880806142573
"chr12","ENSG00000150991","-","mutex_exons_2522",0,124911952,124912181,124912278,124912637,124913774,124914587,"chr12s-:g.124911952j124912181_124912278j124914587>124911952j124912637_124913774j124914587[splMUT]",0.999999936849817,15.4287866956609,1195,1503.8,2619,4249,6126,7858,11146,0.0194515306122449,0.0219119863392511,0.0356181589808003,0.058191018342821,0.0822356710573158,0.108468191578337,0.127361563517915,109.772974284553
"chr12","ENSG00000150991","-","mutex_exons_2523",17,124911952,124912181,124912278,124912865,124912962,124913191,"chr12s-:g.124911952j124912181_124912278j124913191>124911952j124912865_124912962j124913191[splMUT]",0.999999674185205,5.6607176770339,402,410,559,977,4179,4469.8,4925,0.117524821057492,0.119368826182664,0.131979695431472,0.156716417910448,0.182736455463728,0.224272848073232,0.230769230769231,107.173751004506
