,confirmed,contig,event_id,event_jid,gene,strand,brain_3b_TSMRU_V102.star,brain_3c_TSMRU_V103.star,brain_a_TSMRU_V29.star,ovary_6a_TSMRU_V233.star,ovary_6b_TSMRU_V234.star,ovary_8a_TSMRU_ovary_8a.star,smallintestine_4a_TSMRU_V151.star,smallintestine_4b_TSMRU_V152.star,smallintestine_4c_TSMRU_V153.star,smallintestine_4d_TSMRU_V156.star,tonsil_8a1_TSMRU_tonsil_8a1.star,tonsil_8b1_TSMRU_tonsil_8b1.star,tonsil_8e1_TSMRU_tonsil_8e1.star
5374,0,chr2,mutex_exons_5375,chr2s-:g.230216928j230219148_230219197j230219874>230216928j230219556_230219673j230219874[splMUT],ENSG00000135899,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8671393830676,0.0,0.0,0.0,16.551643314944002,2.23359222150711
5408,1,chr20,mutex_exons_5409,chr20s+:g.410025j411249_411330j417526>410025j410412_410522j417526[splMUT],ENSG00000125826,+,15.9982703846611,2.90536326843444,7.627845864311991,2.17295775775577,0.0,0.0,0.0,2.90383564495045,2.68863130835683,6.79943672142442,0.0,0.0,1.50341565054883
5411,1,chr20,mutex_exons_5412,chr20s+:g.410025j411249_411330j417526>410025j410412_410637j417526[splMUT],ENSG00000125826,+,15.9940340223788,2.9026682372905,7.62432944278167,2.1703492817274697,0.0,0.0,0.0,2.8865776694409195,2.68566695440498,6.70524821590057,0.0,0.0,1.47581944561725
5640,0,chr21,mutex_exons_5641,chr21s+:g.39898527j39916070_39916186j39928984>39898527j39926047_39926191j39928984[splMUT],ENSG00000183036,+,0.0,-4.04849215447488,-10.442327279362098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5655,0,chr21,mutex_exons_5656,chr21s+:g.45735429j45755417_45755452j45849961>45735429j45788298_45788377j45849961[splMUT],ENSG00000183570,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.42029592326145,-12.428816116823098,0.0,0.0
5702,0,chr22,mutex_exons_5703,chr22s+:g.24868855j24871321_24871459j24876577>24868855j24874415_24874579j24876577[splMUT],ENSG00000167037,+,0.0,5.352462671625981,0.0,0.0,0.0,0.0,0.0,12.4152813744647,0.0,0.0,0.0,0.0,0.0
5760,0,chr22,mutex_exons_5761,chr22s-:g.17823060j17826451_17826516j17831854>17823060j17827644_17827781j17831854[splMUT],ENSG00000243156,-,-9.32933543572867,-10.195963685086198,-9.42094113252924,-1.29413503585932,-0.36555004539599606,0.0,0.0,-0.29120564307001695,-0.183910052488846,-0.0656878518749123,-3.09527264942288,-1.29413503585932,0.0
5761,5,chr22,mutex_exons_5762,chr22s-:g.17823060j17826454_17826516j17831854>17823060j17827644_17827781j17831854[splMUT],ENSG00000243156,-,-14.079394304086199,-20.2516955226027,-12.7274377605812,-0.8063044591908071,-0.482307715417872,0.0,0.0,-0.28155844148000503,-0.19205297279188605,-0.0804345704999438,-3.72990089296691,-1.9738142205984097,0.0
5802,0,chr22,mutex_exons_5803,chr22s-:g.35746561j35752613_35752655j35756105>35746561j35750184_35750260j35756105[splMUT],ENSG00000100320,-,-5.31893665375072,-12.846976080166499,-3.85014760171004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6027,1,chr3,mutex_exons_6028,chr3s+:g.138608937j138619711_138619770j138621407>138608937j138610604_138611037j138621407[splMUT],ENSG00000158234,+,5.5515337467648695,14.473474904646098,7.82448469048869,0.0,0.0,0.0,0.0,0.0,1.3260880712252,0.984983708656129,1.20862463536295,0.0,0.0
6113,0,chr3,mutex_exons_6114,chr3s+:g.179615059j179615239_179615280j179615983>179615059j179615556_179615615j179615983[splMUT],ENSG00000136521,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0067535279631,0.0,0.0,0.0,0.0
6160,0,chr3,mutex_exons_6161,chr3s-:g.9028130j9035503_9035589j9038063>9028130j9032650_9032752j9038063[splMUT],ENSG00000196220,-,3.02227896718275,29.134319276692,30.0214257180296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6292,2,chr3,mutex_exons_6293,chr3s-:g.100808235j100824858_100824941j100830578>100808235j100829581_100829664j100830578[splMUT],ENSG00000154175,-,3.93737469302901,2.48251138234977,0.0,5.14042771766416,0.0,0.0,0.0,5.65340078158214,15.4544394535281,7.200384347680499,1.3807470721156103,3.1048776499344903,1.93991941556706
6318,0,chr3,mutex_exons_6319,chr3s-:g.120730787j120739006_120739069j120742462>120730787j120738527_120738667j120742462[splMUT],ENSG00000144840,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4570948493974,0.0,0.0
6353,0,chr3,mutex_exons_6354,chr3s-:g.150567106j150585394_150585492j150602944>150567106j150583117_150583250j150602944[splMUT],ENSG00000120742,-,11.157849101851099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19359881032248,0.0,4.20073594714205,3.24920967859089,3.77556497748548
6380,0,chr3,mutex_exons_6381,chr3s-:g.195868709j195868875_195869035j195872276>195868709j195870114_195870378j195872276[splMUT],ENSG00000061938,-,11.8818295272571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0292917579943897,0.0,0.0,0.0,0.0
6381,0,chr3,mutex_exons_6382,chr3s-:g.195868709j195868875_195869035j195872276>195868709j195870114_195870404j195872276[splMUT],ENSG00000061938,-,16.282007637476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14856990534229,0.0,0.0,0.0,0.0
6412,2,chr4,mutex_exons_6413,chr4s+:g.20713539j20724808_20724888j20727285>20713539j20716107_20716248j20727285[splMUT],ENSG00000163138,+,-2.54811434333467,-10.309223828403901,-6.677126381479759,-3.30167573616018,-1.09011512104505,-2.71722782372628,0.0,0.0,-3.1361992000008194,-1.84665153251504,-1.4115024237619498,0.0,-1.14662001207022
6414,0,chr4,mutex_exons_6415,chr4s+:g.27017984j27021001_27021068j27022519>27017984j27021494_27021612j27022519[splMUT],ENSG00000109689,+,6.833487199950861,11.668398758789301,9.70019214289702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10420045373787,0.0,0.0
6499,0,chr4,mutex_exons_6500,chr4s+:g.150249684j150254426_150254438j150256020>150249684j150253474_150253556j150256020[splMUT],ENSG00000170390,+,5.78153980579288,9.13982313167737,10.0315942704817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6513,2,chr4,mutex_exons_6514,chr4s+:g.173295526j173297795_173297977j173302047>173295526j173298115_173298297j173302047[splMUT],ENSG00000109586,+,11.652613119859,9.775253596073961,16.033038911691403,2.32680675492744,0.945539092926715,0.828685076001175,0.4450133326816811,8.006058097902331,8.576702836928309,12.118974135053302,3.2037909212628,2.81248605323295,1.69581401228562
6514,23,chr4,mutex_exons_6515,chr4s+:g.173295843j173297795_173297977j173302047>173295843j173298115_173298297j173302047[splMUT],ENSG00000109586,+,12.3737818545333,7.072994488239139,17.1167268625472,2.0326744657565,0.8999873608500759,0.857577385490556,0.785154937286482,9.43975184436934,9.02937797671575,11.9875928725405,2.01667094509839,2.3889826869051696,2.4356224188127102
6515,5,chr4,mutex_exons_6516,chr4s+:g.173295843j173297821_173297977j173302047>173295843j173298115_173298297j173302047[splMUT],ENSG00000109586,+,16.0286798119967,8.10603259992596,15.452785730983901,2.51652715774454,0.9304258019471591,0.893948856830657,0.42491894808669606,9.22170255206893,10.7605161020084,15.3655537997382,2.5838806489840698,3.6237738637313197,2.05718504113482
6613,0,chr4,mutex_exons_6614,chr4s-:g.105424322j105449350_105449403j105473894>105424322j105456681_105456745j105473894[splMUT],ENSG00000138777,-,13.41768217424,8.73897933506075,7.7807720464631,1.5282182336256498,1.54667450406382,1.4431936213476202,0.7259386579595709,0.0,1.27016000962951,0.0,0.0,3.57497444883174,0.681655265301316
6619,1,chr4,mutex_exons_6620,chr4s-:g.108817435j108819252_108819329j108824174>108817435j108819812_108819898j108824174[splMUT],ENSG00000188517,-,4.683779526992191,9.41347401381023,16.1897996848161,0.705942400000647,0.0,0.0,0.0,0.0,0.0,0.828056677294001,0.0,0.0,0.0
6764,2,chr5,mutex_exons_6765,chr5s+:g.153770415j153795476_153795590j153802356>153770415j153794621_153794745j153802356[splMUT],ENSG00000155511,+,-3.84190688812419,-28.0567482186025,-25.5031385319001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6823,0,chr5,mutex_exons_6824,chr5s-:g.42808366j42809760_42809783j42811836>42808366j42811665_42811746j42811836[splMUT],ENSG00000250722,-,0.0,0.0,0.0,-0.9663502333929042,-0.293813941193724,-1.15504577618056,-0.766757784539413,-7.56445098459326,0.0,-11.972946845228,-3.5237922384892593,0.0,0.0
6865,0,chr5,mutex_exons_6866,chr5s-:g.128061244j128062374_128062500j128082735>128061244j128081973_128082191j128082735[splMUT],ENSG00000245937,-,0.0,13.6477975482042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6866,0,chr5,mutex_exons_6867,chr5s-:g.128061244j128062374_128062500j128082735>128061244j128081973_128082194j128082735[splMUT],ENSG00000245937,-,0.0,14.532622491716001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6945,11,chr5,mutex_exons_6946,chr5s-:g.180242755j180247439_180247510j180248973>180242755j180247855_180247926j180248973[splMUT],ENSG00000050748,-,-30.312880891345,-44.537469979904394,-37.4648999366284,0.0,-1.67674777169757,-1.61048049449367,0.0,0.0,0.0,-0.473168320897513,-1.47579285631219,-0.440113127259917,-0.9672564585643199
6982,2,chr6,mutex_exons_6983,chr6s+:g.25610181j25612377_25612401j25619447>25610181j25612740_25612886j25619447[splMUT],ENSG00000079691,+,16.2008670847587,10.0271000919977,18.308395355016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7014,0,chr6,mutex_exons_7015,chr6s+:g.30881125j30881927_30881993j30884538>30881125j30884058_30884145j30884538[splMUT],ENSG00000204580,+,12.437616812657799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7151,7,chr6,mutex_exons_7152,chr6s+:g.147334222j147339179_147339238j147353323>147334222j147351833_147351895j147353323[splMUT],ENSG00000164506,+,-3.93888030050789,-2.2293857739436804,-1.55902808386861,0.0,0.0,-0.5273913132817329,-0.633782445002328,-9.39265675753185,-10.117553590134099,-8.71262934551013,-0.897724911633188,0.0,-0.847113506135121
7249,2,chr6,mutex_exons_7250,chr6s-:g.90536401j90542460_90542529j90547258>90536401j90544552_90544632j90547258[splMUT],ENSG00000135341,-,0.7189287345117641,0.0,0.0,2.7912730032670803,0.0,0.0,0.0,9.45135884323493,6.240936797704671,12.6071800932981,2.1452258270091598,1.77081424242589,1.6686490105229599
7285,1,chr6,mutex_exons_7286,chr6s-:g.130863718j130870039_130870126j130878104>130863718j130867459_130867581j130878104[splMUT],ENSG00000079819,-,-23.8882036047911,-5.725922791574759,-1.26285871047252,0.0,0.0,-0.509856884817259,0.0,-0.258110997253375,-0.598187959044865,-0.5410351626241721,-3.05150317584377,0.0,0.0
7286,1,chr6,mutex_exons_7287,chr6s-:g.130863718j130870039_130870126j130885096>130863718j130867459_130867581j130885096[splMUT],ENSG00000079819,-,-11.2597218499721,-9.409533474383949,-8.434976091891249,0.0,0.0,0.0,-0.5025167188202261,-0.8040952839726091,-3.52284020510377,-2.33624039710594,-1.5220612551282298,-0.620650700551683,0.0
7292,3,chr6,mutex_exons_7293,chr6s-:g.130870381j130876674_130876775j130878104>130870381j130872371_130872538j130878104[splMUT],ENSG00000079819,-,-55.776119264256295,-45.0377029313262,-52.932193851960704,0.0,-1.76620309020455,0.0,0.0,-0.908870499923268,-4.74819226804363,0.0,-1.65300020187995,0.0,-0.793965416788833
7293,0,chr6,mutex_exons_7294,chr6s-:g.130870381j130876674_130876775j130885096>130870381j130872371_130872538j130885096[splMUT],ENSG00000079819,-,-45.826528701438704,-27.9989930065439,-39.7011732765708,0.0,0.0,0.0,0.0,-1.4537558275106999,-2.64733586811308,0.0,-1.9160404892737402,0.0,-0.899120692308538
7294,1,chr6,mutex_exons_7295,chr6s-:g.130870381j130880454_130880489j130885096>130870381j130872371_130872538j130885096[splMUT],ENSG00000079819,-,-9.82758473028428,-8.81517131751516,-11.5969202719963,0.0,0.0,0.0,0.0,-1.73308291325165,-1.73308291325165,0.0,-1.4305534398265,0.0,-1.20268260786443
7594,1,chr7,mutex_exons_7595,chr7s-:g.130945835j130978508_130978528j130984053>130945835j130959869_130959970j130984053[splMUT],ENSG00000231721,-,4.91754487103025,31.806796526689602,7.762454254849651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7597,0,chr7,mutex_exons_7598,chr7s-:g.130984109j131009709_131009778j131052425>130984109j131002197_131002320j131052425[splMUT],ENSG00000231721,-,0.0,2.35015750695448,3.31639021927132,0.0,0.0,0.0,0.0,0.0,0.0,12.320210337449,2.9943650447412997,1.4128009010811102,0.0
8021,0,chr9,mutex_exons_8022,chr9s+:g.88388538j88415607_88415699j88418850>88388538j88402012_88402135j88418850[splMUT],ENSG00000106723,+,-4.647889848220269,-7.48331008672547,-7.48331008672547,0.0,-1.65077050242797,-2.8259667699780797,0.0,-13.0128137278301,0.0,-11.5252261544389,0.0,-2.3819184182689703,0.0
8022,2,chr9,mutex_exons_8023,chr9s+:g.88388538j88415607_88415699j88426382>88388538j88402012_88402135j88426382[splMUT],ENSG00000106723,+,-5.0655943213148795,-14.2424932554003,-6.53096654104457,0.0,0.0,0.0,0.0,-7.78326238189996,0.0,-6.19246667495386,-2.05963369263948,0.0,0.0
8023,1,chr9,mutex_exons_8024,chr9s+:g.88388538j88402012_88402135j88426382>88388538j88418778_88418951j88426382[splMUT],ENSG00000106723,+,7.43703024666299,22.568371273786504,12.725254747123302,0.0,0.0,0.0,0.0,6.57612631518937,0.0,4.904568110561679,2.22292264120685,0.0,0.0
8024,0,chr9,mutex_exons_8025,chr9s+:g.88389114j88402012_88402135j88426382>88389114j88418778_88418951j88426382[splMUT],ENSG00000106723,+,4.0668208480006305,23.425088251705,7.105424154095429,0.0,0.0,0.0,0.0,4.30838623777147,0.0,4.606545718698559,2.4202836329744,0.0,0.0
8091,5,chr9,mutex_exons_8092,chr9s+:g.128222860j128224251_128224389j128234021>128222860j128226035_128226173j128234021[splMUT],ENSG00000106976,+,-12.3178339479843,-11.370290902821901,-9.51936324027373,0.0,-2.0118942205378003,0.0,-2.81884522832256,0.0,0.0,0.0,0.0,0.0,0.0
8128,3,chr9,mutex_exons_8129,chr9s-:g.14680162j14688247_14688307j14690337>14680162j14683571_14683729j14690337[splMUT],ENSG00000175893,-,5.7549951631492196,10.5671555732339,8.157886345429091,0.0,2.17720107198126,0.0,0.0,0.0,0.0,0.0,1.3452252744293702,0.0,0.0
8228,1,chr9,mutex_exons_8229,chr9s-:g.131602149j131603961_131604053j131621796>131602149j131619051_131619206j131621796[splMUT],ENSG00000107263,-,-11.7999480494552,-6.38267886963567,-5.36174991231587,0.0,-1.41089714055426,0.0,0.0,-3.4030842972294404,-1.81905887371605,-1.41089714055426,0.0,0.0,-6.81083066762617
8247,1,chr9,mutex_exons_8248,chr9s-:g.137175837j137178068_137178116j137180181>137175837j137177049_137177131j137180181[splMUT],ENSG00000176248,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.74296930505864,0.0,-15.1824500665219
8268,0,chrX,mutex_exons_8269,chrXs+:g.47194024j47198167_47198355j47198803>47194024j47196356_47197024j47198803[splMUT],ENSG00000130985,+,14.2239999180064,4.26960542227455,2.89376494018821,0.0,1.85386885582057,0.36545392667963,0.39890142443753496,1.32046447341906,2.50292811436743,1.58189083130344,1.1600731807978302,2.11160614247695,1.32046447341906
8269,2,chrX,mutex_exons_8270,chrXs+:g.47194024j47198309_47198355j47198803>47194024j47196356_47197024j47198803[splMUT],ENSG00000130985,+,13.6501541294062,4.50025663498114,3.48302791945446,0.0,2.56163798057225,0.321015578680963,0.3510691928926081,1.33569618853296,2.3867405096966805,1.38578800173058,1.35000208641204,2.5445222167212203,1.24073845601336
8270,2,chrX,mutex_exons_8271,chrXs+:g.47194024j47198309_47198456j47198803>47194024j47196356_47197024j47198803[splMUT],ENSG00000130985,+,12.698168941111698,3.90551890899277,3.1815291437321402,0.0,2.2898311431016003,0.0,0.0,0.5832845111334449,1.07809204102115,0.0,2.84230914528275,3.50052887972726,1.21785478526292
8271,0,chrX,mutex_exons_8272,chrXs+:g.47194024j47196947_47197024j47198803>47194024j47198167_47198355j47198803[splMUT],ENSG00000130985,+,-18.6029050835608,-4.57371964620777,-3.8119084038169597,0.0,-1.57390778565503,-0.329820750266336,-0.41934067871740505,-1.31936752958054,-2.4978782328133198,-1.20581052673604,-1.1606924096823301,-2.45696369408466,-1.34796651450878
8272,9,chrX,mutex_exons_8273,chrXs+:g.47194024j47198309_47198355j47198803>47194024j47196947_47197024j47198803[splMUT],ENSG00000130985,+,17.839208278234,4.86966748646947,4.59864371668762,0.0,2.24459277925839,0.285752849387219,0.365349769554817,1.32725420107938,2.3705385888499904,1.0386842935003,1.3513146725599399,2.98318578558179,1.2551618445739299
8273,8,chrX,mutex_exons_8274,chrXs+:g.47194024j47196947_47197024j47198803>47194024j47198309_47198456j47198803[splMUT],ENSG00000130985,+,-14.2101313168739,-3.7818703522145403,-3.7818703522145403,0.0,-1.94082158067887,0.0,0.0,-0.634940555607845,-1.06756642499945,0.0,-2.74600974547669,-3.7818703522145403,-1.25051809775232
8274,1,chrX,mutex_exons_8275,chrXs+:g.47194024j47196950_47197024j47198803>47194024j47198167_47198355j47198803[splMUT],ENSG00000130985,+,-11.7040427109936,-4.93134834433822,-2.93891701566028,0.0,-1.8834998905555,-0.278524897442406,-0.34271975318587294,-1.2677704861606103,-2.36364334116899,-1.60786218364376,-1.12054347694722,-2.1429119451272403,-1.34421137968833
8275,5,chrX,mutex_exons_8276,chrXs+:g.47194024j47198309_47198355j47198803>47194024j47196950_47197024j47198803[splMUT],ENSG00000130985,+,11.2729734910846,5.15568704951988,3.5301406991578705,0.0,2.59700245558555,0.24270676697933802,0.299816783324261,1.27983803480526,2.24997550433343,1.4050552423051,1.30243253265215,2.57733787598193,1.2594525091689501
8277,0,chrX,mutex_exons_8278,chrXs+:g.47196469j47198309_47198355j47198803>47196469j47196947_47197024j47198803[splMUT],ENSG00000130985,+,14.6569519194219,5.054863022936799,3.0183336983724396,0.0,1.9356613004369598,0.30562158161586,0.41630173356196,1.3862222046732,2.3084578928010298,1.1540301289288502,1.2149825490136799,2.19787617591048,1.1274762238948501
8278,0,chrX,mutex_exons_8279,chrXs+:g.47196469j47198309_47198355j47198803>47196469j47196950_47197024j47198803[splMUT],ENSG00000130985,+,14.134100487927698,4.88111688090657,2.9066856154578704,0.0,1.86234618780314,0.36713299707964003,0.400705575677167,1.32724966744136,2.3857327583890804,1.3044539930791599,1.1657502169701102,2.12056877818016,1.10937866239551
8386,4,chrX,mutex_exons_8387,chrXs-:g.73837503j73841292_73841321j73850502>73837503j73841382_73841473j73850502[splMUT],ENSG00000229807,-,32.5961059937751,0.0,0.0,0.0,0.0,0.0,0.0,2.24260091822861,1.9656258436273402,4.896918057187929,0.950881020654075,0.0,0.0
