,seq_header,seq_id,novelSeq
1,en|ENST00000264377,en|ENST00000374415:g.206596162j206605790_206605880j206617579>206596162j206609910_206610000j206617579,False
0,en|ENST00000374415,en|ENST00000264377:g.206596162j206609910_206610000j206617579>206596162j206605790_206605880j206617579,False
1,en|ENST00000374415,en|ENST00000374415,False
0,en|ENST00000429921,en|ENST00000429921,False
1,en|ENST00000429921,en|ENST00000429921:g.210002783j210003438_210003468j210015973>210002783j210009639_210009736j210015973,False
0,en|ENST00000429907,en|ENST00000445268:g.210017559j210017790_210017887j210019669>210017559j210018153_210018221j210019669,False
1,en|ENST00000429907,en|ENST00000429907,False
0,en|ENST00000445268,en|ENST00000445268,False
0,en|ENST00000452025,en|ENST00000452025,False
0,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392110,False
1,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392110:g.218659743j218660037_218660166j218660939>218659743j218660635_218660748j218660939,False
2,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392111:g.218659743j218660037_218660245j218660939>218659743j218660307_218660482j218660939,False
3,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392109:g.218659743j218660037_218660218j218660939>218659743j218660635_218660748j218660939,False
4,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392111:g.218659743j218660037_218660245j218660939>218659743j218660635_218660748j218660939,False
5,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392109:g.218659743j218660037_218660218j218660939>218659743j218660307_218660421j218660939,False
6,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392110:g.218659743j218660037_218660166j218660939>218659743j218660307_218660748j218660939,False
7,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392109,False
8,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392111,False
9,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392111:g.218659743j218660037_218660245j218660939>218659743j218660307_218660748j218660939,False
10,en|ENST00000392110|ENST00000392109|ENST00000392111,en|ENST00000392111:g.218659743j218660037_218660245j218660939>218659743j218660307_218660421j218660939,False
0,en|ENST00000409315,en|ENST00000409315,False
0,en|ENST00000409897,en|ENST00000409897,False
0,en|ENST00000409480,en|ENST00000409480:g.232697392j232700585_232700654j232703424>232697392j232698269_232698307j232703424,False
1,en|ENST00000409480,en|ENST00000409480,False
0,en|ENST00000409547,en|ENST00000409547:g.232703489j232734417_232734486j232735155>232703489j232724574_232724691j232735155,False
1,en|ENST00000409547,en|ENST00000409547:g.232703489j232734417_232734486j232735155>232703489j232722554_232722658j232735155,False
2,en|ENST00000409547,en|ENST00000409547:g.232703489j232734417_232734486j232735155>232703489j232719038_232719128j232735155,False
3,en|ENST00000409547,en|ENST00000409547,False
4,en|ENST00000409547,en|ENST00000409547:g.232703489j232734417_232734486j232735155>232703489j232731122_232731258j232735155,False
5,en|ENST00000409547,en|ENST00000409547:g.232697392j232700585_232700654j232703424>232697392j232698269_232698307j232703424,False
0,en|ENST00000409451,en|ENST00000409451:g.232697392j232700585_232700654j232703424>232697392j232698269_232698307j232703424,False
1,en|ENST00000409451,en|ENST00000409451,False
0,en|ENST00000354371,en|ENST00000354371,False
0,en|ENST00000409334,en|ENST00000409334,False
0,en|ENST00000405547,en|ENST00000405547,False
0,en|ENST00000402092,en|ENST00000402092:g.241315982j241320203_241320287j241324216>241315982j241316422_241316575j241324216,False
1,en|ENST00000402092,en|ENST00000402092:g.241315982j241320203_241320287j241324216>241315982j241316422_241316555j241324216,False
2,en|ENST00000402092,en|ENST00000402092:g.241315982j241320203_241320287j241324216>241315982j241317499_241317594j241324216,False
3,en|ENST00000402092,en|ENST00000402092,False
4,en|ENST00000402092,en|ENST00000402092:g.241315982j241320203_241320287j241324216>241315982j241316422_241316540j241324216,False
5,en|ENST00000402092,en|ENST00000402092:g.241315982j241320203_241320287j241324216>241315982j241316430_241316540j241324216,False
0,en|ENST00000616972,en|ENST00000616972,False
0,en|ENST00000401990,en|ENST00000401990:g.241317599j241318237_241318344j241324216>241317599j241320203_241320287j241324216,False
1,en|ENST00000401990,en|ENST00000401990,False
0,en|ENST00000626873,en|ENST00000626873:g.242871j243503_243562j247538>242871j244627_244738j247538,False
1,en|ENST00000626873,en|ENST00000626873,False
0,en|ENST00000403657|ENST00000403658,en|ENST00000403658:g.242871j243503_243562j247538>242871j244627_244738j247538,False
1,en|ENST00000403657|ENST00000403658,en|ENST00000403657,False
2,en|ENST00000403657|ENST00000403658,en|ENST00000403658,False
3,en|ENST00000403657|ENST00000403658,en|ENST00000403657:g.242871j244627_244738j247538>242871j243503_243562j247538,False
0,en|ENST00000398659,en|ENST00000398659,False
0,en|ENST00000305997,en|ENST00000305997,False
0,en|ENST00000406434,en|ENST00000406434:g.16588129j16622939_16623137j16623864>16588129j16616989_16617169j16623864,False
1,en|ENST00000406434,en|ENST00000406434,False
0,en|ENST00000281405,en|ENST00000281405,False
0,en|ENST00000345530,en|ENST00000345530,False
0,en|ENST00000233242,en|ENST00000233242,False
0,en|ENST00000406818,en|ENST00000406818,False
0,en|ENST00000288642,en|ENST00000288642,False
0,en|ENST00000407186,en|ENST00000407186,False
0,en|ENST00000408041,en|ENST00000408041:g.27207790j27208614_27208686j27211467>27207790j27208394_27208448j27211467,False
1,en|ENST00000408041,en|ENST00000408041,False
0,en|ENST00000405983,en|ENST00000405983,False
0,en|ENST00000406653,en|ENST00000406653,False
0,en|ENST00000378669,en|ENST00000378669,False
0,en|ENST00000409936|ENST00000410081,en|ENST00000409936,False
1,en|ENST00000409936|ENST00000410081,en|ENST00000410081,False
0,en|ENST00000306465,en|ENST00000306465,False
0,en|ENST00000409973|ENST00000409105,en|ENST00000409973:g.46909177j46910780_46910873j46915723>46909177j46912543_46912658j46915723,False
1,en|ENST00000409973|ENST00000409105,en|ENST00000409105:g.46909177j46912543_46912658j46915723>46909177j46910780_46910873j46915723,False
2,en|ENST00000409973|ENST00000409105,en|ENST00000409973,False
3,en|ENST00000409973|ENST00000409105,en|ENST00000409105,False
0,en|ENST00000398529,en|ENST00000398529,False
0,en|ENST00000409065,en|ENST00000409065,False
0,en|ENST00000233838,en|ENST00000233838,False
0,en|ENST00000377332,en|ENST00000377332,False
0,en|ENST00000456556,en|ENST00000456556,False
1,en|ENST00000456556,en|ENST00000456556:g.95917927j95918014_95918042j95921607>95917927j95919892_95919920j95921607,False
0,en|ENST00000295246,en|ENST00000295246,False
1,en|ENST00000295246,en|ENST00000295246:g.95917927j95919892_95919920j95921607>95917927j95918014_95918042j95921607,False
0,en|ENST00000409573|ENST00000272570,en|ENST00000409573,False
1,en|ENST00000409573|ENST00000272570,en|ENST00000272570,False
0,en|ENST00000346226,en|ENST00000346226,False
0,en|ENST00000393041,en|ENST00000393041,False
0,en|ENST00000351659,en|ENST00000351659,False
0,en|ENST00000647169,en|ENST00000647169,False
0,en|ENST00000409261,en|ENST00000409261,False
1,en|ENST00000409261,en|ENST00000409261:g.133517587j133559050_133559117j133568216>133517587j133527066_133527182j133568216,False
0,en|ENST00000317721,en|ENST00000317721:g.133517587j133559050_133559117j133568216>133517587j133527066_133527182j133568216,False
1,en|ENST00000317721,en|ENST00000317721,False
0,en|ENST00000405974,en|ENST00000405974,False
1,en|ENST00000405974,en|ENST00000405974:g.133517587j133559050_133559117j133568216>133517587j133527066_133527182j133568216,False
0,en|ENST00000409213,en|ENST00000409213,False
1,en|ENST00000409213,en|ENST00000409213:g.133517587j133559050_133559117j133568216>133517587j133527066_133527182j133568216,False
0,en|ENST00000637547,en|ENST00000636380:g.151842088j151855224_151855375j151872417>151842088j151870842_151870861j151872417,False
1,en|ENST00000637547,en|ENST00000637547,False
0,en|ENST00000636380,en|ENST00000637547:g.151842088j151870842_151870861j151872417>151842088j151855224_151855375j151872417,False
1,en|ENST00000636380,en|ENST00000636380,False
0,en|ENST00000636617,en|ENST00000636617,False
0,en|ENST00000637284|ENST00000637514,en|ENST00000637284:g.151883370j151970281_151970426j151971545>151883370j151967537_151967610j151971545,False
1,en|ENST00000637284|ENST00000637514,en|ENST00000637284,False
2,en|ENST00000637284|ENST00000637514,en|ENST00000637514:g.151883370j151967537_151967610j151971545>151883370j151970281_151970426j151971545,False
3,en|ENST00000637284|ENST00000637514,en|ENST00000637514,False
0,en|ENST00000263904,en|ENST00000263904,False
0,en|ENST00000629362,en|ENST00000629362,False
0,en|ENST00000360093,en|ENST00000360093,False
1,en|ENST00000360093,en|ENST00000283254:g.165162828j165163618_165163709j165164392>165162828j165163802_165163893j165164392,False
0,en|ENST00000283254,en|ENST00000283254,False
1,en|ENST00000283254,en|ENST00000360093:g.165162828j165163802_165163893j165164392>165162828j165163618_165163709j165164392,False
0,en|ENST00000639244,en|ENST00000639244,False
0,en|ENST00000409101,en|ENST00000409101,False
0,en|ENST00000641575,en|ENST00000641575,False
0,en|ENST00000641603,en|ENST00000641603,False
0,en|ENST00000640036,en|ENST00000635750:g.166051988j166052852_166052943j166054638>166051988j166053039_166053130j166054638,False
1,en|ENST00000640036,en|ENST00000637988:g.166051988j166052852_166052943j166054638>166051988j166053039_166053130j166054638,False
2,en|ENST00000640036,en|ENST00000375405:g.166051988j166052852_166052943j166054638>166051988j166053039_166053130j166054638,False
3,en|ENST00000640036,en|ENST00000640036,False
0,en|ENST00000637988|ENST00000375405|ENST00000635750,en|ENST00000640036:g.166051988j166053039_166053130j166054638>166051988j166052852_166052943j166054638,False
1,en|ENST00000637988|ENST00000375405|ENST00000635750,en|ENST00000637988,False
2,en|ENST00000637988|ENST00000375405|ENST00000635750,en|ENST00000375405,False
3,en|ENST00000637988|ENST00000375405|ENST00000635750,en|ENST00000635750,False
0,en|ENST00000635776,en|ENST00000635776,False
0,en|ENST00000303395|ENST00000423058,en|ENST00000303395,False
1,en|ENST00000303395|ENST00000423058,en|ENST00000423058,False
0,en|ENST00000409050,en|ENST00000409050,False
0,en|ENST00000409672,en|ENST00000645907:g.166303302j166304031_166304122j166305792>166303302j166304238_166304329j166305792,False
1,en|ENST00000409672,en|ENST00000409672,False
0,en|ENST00000642356|ENST00000303354,en|ENST00000409435:g.166303302j166304031_166304122j166305792>166303302j166304238_166304329j166305792,False
1,en|ENST00000642356|ENST00000303354,en|ENST00000642356,False
2,en|ENST00000642356|ENST00000303354,en|ENST00000303354,False
0,en|ENST00000645907,en|ENST00000409672:g.166303302j166304238_166304329j166305792>166303302j166304031_166304122j166305792,False
1,en|ENST00000645907,en|ENST00000645907,False
0,en|ENST00000644316,en|ENST00000644316,False
0,en|ENST00000409435,en|ENST00000303354:g.166303302j166304238_166304329j166305792>166303302j166304031_166304122j166305792,False
1,en|ENST00000409435,en|ENST00000409435,False
2,en|ENST00000409435,en|ENST00000642356:g.166303302j166304238_166304329j166305792>166303302j166304031_166304122j166305792,False
0,en|ENST00000454569,en|ENST00000454569,False
0,en|ENST00000409676,en|ENST00000409676,False
1,en|ENST00000409676,en|ENST00000409676:g.187503770j187513616_187513646j187554200>187503770j187544504_187544637j187554200,False
0,en|ENST00000263956,en|ENST00000263956,False
0,en|ENST00000418596,en|ENST00000418596,False
1,en|ENST00000418596,en|ENST00000418596:g.201024039j201045496_201045593j201071610>201024039j201061307_201061424j201071610,False
0,en|ENST00000341287,en|ENST00000341287,False
0,en|ENST00000451346,en|ENST00000451346,False
0,en|ENST00000342788,en|ENST00000342788,False
0,en|ENST00000436443,en|ENST00000436443,False
0,en|ENST00000342002,en|ENST00000342002,False
0,en|ENST00000434687,en|ENST00000434687,False
0,en|ENST00000443700,en|ENST00000443700,False
0,en|ENST00000396654,en|ENST00000396654,False
0,en|ENST00000446015,en|ENST00000446015,False
0,en|ENST00000392054,en|ENST00000392054,False
0,en|ENST00000258381,en|ENST00000258381,False
0,en|ENST00000495694,en|ENST00000495694,False
0,en|ENST00000316586,en|ENST00000316586,False
0,en|ENST00000305784,en|ENST00000305784,False
0,en|ENST00000474024,en|ENST00000474024:g.17570211j17591932_17592063j17600738>17570211j17596649_17596790j17600738,False
1,en|ENST00000474024,en|ENST00000474024,False
0,en|ENST00000622607|ENST00000401790,en|ENST00000622607,False
1,en|ENST00000622607|ENST00000401790,en|ENST00000401790:g.18288604j18305008_18305178j18305681>18288604j18289899_18290074j18305681,False
2,en|ENST00000622607|ENST00000401790,en|ENST00000401790,False
3,en|ENST00000622607|ENST00000401790,en|ENST00000622607:g.18288604j18289899_18290074j18305668>18288604j18305008_18305178j18305668,False
0,en|ENST00000402618,en|ENST00000402618,False
0,en|ENST00000619574,en|ENST00000619574,False
0,en|ENST00000620891,en|ENST00000620891,False
0,en|ENST00000616848,en|ENST00000616848,False
0,en|ENST00000619189,en|ENST00000619189,False
0,en|ENST00000398174,en|ENST00000398174,False
0,en|ENST00000335574,en|ENST00000335574,False
0,en|ENST00000535842|ENST00000375938,en|ENST00000535842,False
1,en|ENST00000535842|ENST00000375938,en|ENST00000375938,False
0,en|ENST00000620043,en|ENST00000620043,False
0,en|ENST00000629881|ENST00000538448,en|ENST00000629881:g.32052486j32069688_32069751j32071662>32052486j32054216_32054281j32071662,False
1,en|ENST00000629881|ENST00000538448,en|ENST00000629881,False
2,en|ENST00000629881|ENST00000538448,en|ENST00000538448,False
3,en|ENST00000629881|ENST00000538448,en|ENST00000538448:g.32052486j32069688_32069751j32071662>32052486j32054216_32054281j32071662,False
0,en|ENST00000346541|ENST00000375279,en|ENST00000346541,False
1,en|ENST00000346541|ENST00000375279,en|ENST00000375279,False
0,en|ENST00000374012,en|ENST00000374012,False
0,en|ENST00000373946,en|ENST00000373946,False
1,en|ENST00000373946,en|ENST00000373946:g.36092813j36113693_36113799j36173764>36092813j36112426_36112480j36173764,False
0,en|ENST00000373950,en|ENST00000373950,False
1,en|ENST00000373950,en|ENST00000373950:g.36112480j36121660_36121816j36175551>36112480j36125423_36125527j36175551,False
2,en|ENST00000373950,en|ENST00000373950:g.36112480j36121660_36121816j36175551>36112480j36173884_36173954j36175551,False
0,en|ENST00000628415,en|ENST00000628415,False
0,en|ENST00000373852,en|ENST00000373852,False
0,en|ENST00000628103|ENST00000405275,en|ENST00000628103,False
1,en|ENST00000628103|ENST00000405275,en|ENST00000405275,False
2,en|ENST00000628103|ENST00000405275,en|ENST00000405275:g.37694152j37727302_37727402j37732879>37694152j37694927_37695033j37732879,False
3,en|ENST00000628103|ENST00000405275,en|ENST00000628103:g.37694152j37727302_37727402j37732879>37694152j37694927_37695033j37732879,False
0,en|ENST00000537323,en|ENST00000537323:g.44930726j44933072_44933185j44935391>44930726j44931833_44932026j44935391,False
1,en|ENST00000537323,en|ENST00000537323,False
0,en|ENST00000372819,en|ENST00000372819,False
0,en|ENST00000617055,en|ENST00000617055,False
1,en|ENST00000617055,en|ENST00000352551:g.45813464j45815541_45815745j45815854>45813464j45815390_45815540j45815854,False
0,en|ENST00000352551,en|ENST00000617055:g.45813464j45815390_45815540j45815854>45813464j45815541_45815745j45815854,False
1,en|ENST00000352551,en|ENST00000352551,False
0,en|ENST00000356455,en|ENST00000335046:g.45814470j45815390_45815540j45815854>45814470j45815541_45815745j45815854,False
1,en|ENST00000356455,en|ENST00000356455,False
0,en|ENST00000335046,en|ENST00000356455:g.45814470j45815541_45815745j45815854>45814470j45815390_45815540j45815854,False
1,en|ENST00000335046,en|ENST00000335046,False
0,en|ENST00000372568,en|ENST00000372568,False
0,en|ENST00000355957,en|ENST00000355957,False
0,en|ENST00000645520,en|ENST00000645520,False
1,en|ENST00000645520,en|ENST00000645520:g.62263691j62264629_62264718j62272125>62263691j62271634_62271731j62272125,False
0,en|ENST00000369927,en|ENST00000369927,False
0,en|ENST00000476071,en|ENST00000476071,False
0,en|ENST00000342308,en|ENST00000342308,False
0,en|ENST00000378429|ENST00000378423,en|ENST00000378429:g.9711435j9818680_9818785j9838762>9711435j9784358_9784506j9838762,False
1,en|ENST00000378429|ENST00000378423,en|ENST00000378429,False
2,en|ENST00000378429|ENST00000378423,en|ENST00000378423,False
3,en|ENST00000378429|ENST00000378423,en|ENST00000378423:g.9711435j9784358_9784506j9838762>9711435j9818680_9818785j9838762,False
0,en|ENST00000357886,en|ENST00000357886,False
0,en|ENST00000349714,en|ENST00000349714,False
0,en|ENST00000397556,en|ENST00000397556,False
0,en|ENST00000374380,en|ENST00000374380,False
0,en|ENST00000359226,en|ENST00000359226,False
0,en|ENST00000374384,en|ENST00000374384,False
0,en|ENST00000374385,en|ENST00000374385,False
0,en|ENST00000397554,en|ENST00000397554,False
0,en|ENST00000544979,en|ENST00000544979:g.41205066j41213734_41213899j41268990>41205066j41254588_41254635j41268990,False
1,en|ENST00000544979,en|ENST00000544979,False
0,en|ENST00000309060,en|ENST00000309060,False
1,en|ENST00000309060,en|ENST00000309060:g.41205066j41254588_41254635j41268979>41205066j41267463_41267612j41268979,False
0,en|ENST00000560364,en|ENST00000560364,False
1,en|ENST00000560364,en|ENST00000560364:g.41238796j41254588_41254635j41268990>41238796j41239598_41239704j41268990,False
0,en|ENST00000371856,en|ENST00000371856,False
0,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000625172:g.50096820j50108973_50109111j50113107>50096820j50111289_50111562j50113107,False
1,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000557021,False
2,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000557021:g.50096820j50098882_50098981j50113107>50096820j50108973_50109111j50113107,False
3,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000617119:g.50096820j50111289_50111562j50113107>50096820j50098882_50098981j50113107,False
4,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000617119,False
5,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000625172:g.50096820j50108973_50109111j50113107>50096820j50098882_50098981j50113107,False
6,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000625172,False
7,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000557021:g.50096820j50098882_50098981j50113107>50096820j50111289_50111562j50113107,False
8,en|ENST00000557021|ENST00000617119|ENST00000625172,en|ENST00000617119:g.50096820j50111289_50111562j50113107>50096820j50108973_50109111j50113107,False
0,en|ENST00000621696,en|ENST00000621696:g.50904001j50904766_50904849j50928651>50904001j50918661_50918781j50928651,False
1,en|ENST00000621696,en|ENST00000621696:g.50904001j50904766_50904849j50928651>50904001j50918739_50918781j50928651,False
2,en|ENST00000621696,en|ENST00000621696,False
0,en|ENST00000334352,en|ENST00000334352:g.29024777j29025709_29025771j29027873>29024777j29026567_29026661j29027873,False
1,en|ENST00000334352,en|ENST00000334352,False
2,en|ENST00000334352,en|ENST00000334352:g.29024777j29025709_29025771j29027873>29024777j29026567_29026703j29027873,False
0,en|ENST00000399934,en|ENST00000399934,False
0,en|ENST00000338785,en|ENST00000338785,False
1,en|ENST00000338785,en|ENST00000338785:g.37367628j37410570_37410670j37420299>37367628j37415490_37415565j37420299,False
0,en|ENST00000643624,en|ENST00000643624:g.37367628j37415490_37415565j37420299>37367628j37410570_37410670j37420299,False
1,en|ENST00000643624,en|ENST00000643624,False
0,en|ENST00000398652,en|ENST00000398652,False
0,en|ENST00000398229,en|ENST00000398229,False
0,en|ENST00000291539,en|ENST00000291539,False
0,en|ENST00000398232,en|ENST00000398232,False
0,en|ENST00000328862,en|ENST00000328862,False
0,en|ENST00000398225,en|ENST00000398225,False
0,en|ENST00000440086,en|ENST00000440086,False
0,en|ENST00000451211,en|ENST00000451211,False
0,en|ENST00000624406|ENST00000617706|ENST00000398168|ENST00000618024,en|ENST00000624406,False
1,en|ENST00000624406|ENST00000617706|ENST00000398168|ENST00000618024,en|ENST00000617706,False
2,en|ENST00000624406|ENST00000617706|ENST00000398168|ENST00000618024,en|ENST00000398168,False
3,en|ENST00000624406|ENST00000617706|ENST00000398168|ENST00000618024,en|ENST00000618024,False
0,en|ENST00000624934,en|ENST00000624934,False
0,en|ENST00000459639|ENST00000623375,en|ENST00000459639,False
1,en|ENST00000459639|ENST00000623375,en|ENST00000623375,False
2,en|ENST00000459639|ENST00000623375,en|ENST00000459639:g.43095743j43100453_43100519j43104315>43095743j43100577_43100614j43104315,False
3,en|ENST00000459639|ENST00000623375,en|ENST00000623375:g.6487412j6492131_6492197j6495993>6487412j6492255_6492292j6495993,False
0,en|ENST00000610664|ENST00000291552,en|ENST00000610664,False
1,en|ENST00000610664|ENST00000291552,en|ENST00000291552,False
0,en|ENST00000380276|ENST00000619610,en|ENST00000380276,False
1,en|ENST00000380276|ENST00000619610,en|ENST00000619610,False
0,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000399120,False
1,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000336648:g.36938994j36946009_36946154j36962036>36938994j36948166_36948287j36962036,False
2,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000612277,False
3,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000336648:g.36938994j36946009_36946154j36962036>36938994j36948032_36948287j36962036,False
4,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000612277:g.36938994j36946009_36946154j36962036>36938994j36948032_36948287j36962036,False
5,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000336648:g.36938994j36946009_36946154j36962036>36938994j36947333_36948287j36962036,False
6,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000399120:g.36938994j36947333_36948287j36962036>36938994j36946009_36946154j36962036,False
7,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000612277:g.36938994j36946009_36946154j36962036>36938994j36948166_36948287j36962036,False
8,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000612277:g.36938994j36946009_36946154j36962036>36938994j36947333_36948287j36962036,False
9,en|ENST00000399120|ENST00000612277|ENST00000336648,en|ENST00000336648,False
0,en|ENST00000358268|ENST00000288350,en|ENST00000288350:g.39429211j39435420_39435573j39444135>39429211j39438684_39438718j39444135,False
1,en|ENST00000358268|ENST00000288350,en|ENST00000358268,False
2,en|ENST00000358268|ENST00000288350,en|ENST00000288350,False
0,en|ENST00000485895,en|ENST00000485895,False
0,en|ENST00000458356|ENST00000332149,en|ENST00000458356,False
1,en|ENST00000458356|ENST00000332149,en|ENST00000332149,False
0,en|ENST00000398585,en|ENST00000398585,False
0,en|ENST00000398042|ENST00000401886,en|ENST00000447208:g.20052584j20053437_20053551j20063338>20052584j20061530_20061683j20063338,False
1,en|ENST00000398042|ENST00000401886,en|ENST00000398042,False
2,en|ENST00000398042|ENST00000401886,en|ENST00000401886,False
0,en|ENST00000447208,en|ENST00000447208,False
1,en|ENST00000447208,en|ENST00000398042:g.20052584j20061530_20061683j20063338>20052584j20053437_20053551j20063338,False
2,en|ENST00000447208,en|ENST00000401886:g.20052584j20061530_20061683j20063338>20052584j20053437_20053551j20063338,False
0,en|ENST00000263205,en|ENST00000263205,False
0,en|ENST00000615003,en|ENST00000615003,False
0,en|ENST00000402217,en|ENST00000402217,False
0,en|ENST00000305199,en|ENST00000305199,False
0,en|ENST00000382821,en|ENST00000382821,False
0,en|ENST00000610372,en|ENST00000610372,False
0,en|ENST00000400359,en|ENST00000400359,False
0,en|ENST00000332050,en|ENST00000332050,False
1,en|ENST00000332050,en|ENST00000406548:g.29287134j29288606_29288786j29291565>29287134j29288987_29289062j29291565,False
0,en|ENST00000406548,en|ENST00000332050:g.29287134j29288987_29289062j29291565>29287134j29288606_29288786j29291565,False
1,en|ENST00000406548,en|ENST00000406548,False
0,en|ENST00000414183,en|ENST00000414183,False
0,en|ENST00000619644,en|ENST00000619644,False
0,en|ENST00000358743,en|ENST00000358743,False
0,en|ENST00000333137,en|ENST00000333137,False
0,en|ENST00000612341,en|ENST00000612341,False
0,en|ENST00000404574,en|ENST00000404574,False
0,en|ENST00000443011,en|ENST00000443011,False
0,en|ENST00000400289,en|ENST00000400289,False
0,en|ENST00000400288,en|ENST00000400288,False
0,en|ENST00000404393,en|ENST00000404393,False
0,en|ENST00000389774,en|ENST00000389774,False
0,en|ENST00000380995,en|ENST00000380995,False
0,en|ENST00000337137,en|ENST00000337137,False
0,en|ENST00000407381,en|ENST00000407381,False
0,en|ENST00000355704,en|ENST00000355704,False
0,en|ENST00000406733,en|ENST00000406733,False
0,en|ENST00000441493,en|ENST00000441493,False
0,en|ENST00000252136|ENST00000403707,en|ENST00000252136,False
1,en|ENST00000252136|ENST00000403707,en|ENST00000403707,False
0,en|ENST00000404751,en|ENST00000404751,False
0,en|ENST00000439169,en|ENST00000439169,False
0,en|ENST00000403642,en|ENST00000403642,False
0,en|ENST00000649563,en|ENST00000649563,False
0,en|ENST00000650281|ENST00000405598|ENST00000404276|ENST00000328354,en|ENST00000650281,False
1,en|ENST00000650281|ENST00000405598|ENST00000404276|ENST00000328354,en|ENST00000650281:g.28734727j28738082_28738197j28741769>28734727j28737885_28738038j28741769,False
2,en|ENST00000650281|ENST00000405598|ENST00000404276|ENST00000328354,en|ENST00000405598,False
3,en|ENST00000650281|ENST00000405598|ENST00000404276|ENST00000328354,en|ENST00000405598:g.28734727j28737885_28738038j28741769>28734727j28738082_28738197j28741769,False
4,en|ENST00000650281|ENST00000405598|ENST00000404276|ENST00000328354,en|ENST00000404276,False
5,en|ENST00000650281|ENST00000405598|ENST00000404276|ENST00000328354,en|ENST00000328354,False
0,en|ENST00000402731|ENST00000348295,en|ENST00000402731,False
1,en|ENST00000402731|ENST00000348295,en|ENST00000348295,False
0,en|ENST00000382580,en|ENST00000382580,False
0,en|ENST00000397771,en|ENST00000397771,False
1,en|ENST00000397771,en|ENST00000397771:g.29832342j29834489_29834550j29838178>29832342j29836438_29836500j29838178,False
0,en|ENST00000359369,en|ENST00000359369,False
0,en|ENST00000451256,en|ENST00000451256,False
0,en|ENST00000609454,en|ENST00000609454,False
0,en|ENST00000648674,en|ENST00000648674,False
0,en|ENST00000648350,en|ENST00000648350,False
0,en|ENST00000649479|ENST00000463675,en|ENST00000463675:g.41680364j41688079_41688327j41688794>41680364j41682356_41682587j41688794,False
1,en|ENST00000649479|ENST00000463675,en|ENST00000649479,False
2,en|ENST00000649479|ENST00000463675,en|ENST00000463675,False
3,en|ENST00000649479|ENST00000463675,en|ENST00000649479:g.41680364j41688152_41688327j41688794>41680364j41682356_41682587j41688794,False
0,en|ENST00000356087,en|ENST00000356087,False
0,en|ENST00000593866,en|ENST00000593866,False
0,en|ENST00000435118|ENST00000395598,en|ENST00000435118,False
1,en|ENST00000435118|ENST00000395598,en|ENST00000395598,False
0,en|ENST00000395593,en|ENST00000395593,False
0,en|ENST00000418658,en|ENST00000418658:g.2098978j2100558_2100639j2339178>2098978j2099274_2099649j2339178,False
1,en|ENST00000418658,en|ENST00000418658,False
0,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000642820:g.10992929j11013995_11014184j11015672>10992929j11014718_11014874j11015672,False
1,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000642820,False
2,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000645054,False
3,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000645054:g.10992929j11014718_11014874j11015672>10992929j11013995_11014184j11015672,False
4,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000642735:g.10992929j11014066_11014184j11015672>10992929j11014718_11014874j11015672,False
5,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000645054:g.10992929j11014718_11014874j11015672>10992929j11014066_11014184j11015672,False
6,en|ENST00000642820|ENST00000645054|ENST00000642735,en|ENST00000642735,False
0,en|ENST00000643888,en|ENST00000643888:g.12312453j12344807_12344894j12379704>12312453j12371851_12372111j12379704,False
1,en|ENST00000643888,en|ENST00000643888,False
0,en|ENST00000397026,en|ENST00000397026,False
